id,example_ja,example_zh
n4_0070,兄は大学で医学を勉強しています。,哥哥在大學學醫學。
n4_0071,公園で小さな生き物を見つけました。,在公園發現了小生物。
n4_0072,弱い人をいじめてはいけません。,不能欺負弱小的人。
n4_0073,先生から本を頂きました。,從老師那裡得到了書。
n4_0074,一度だけ、その店に行ったことがあります。,只去過那家店一次。
n4_0075,かばんの中は本でいっぱいです。,包包裡裝滿了書。
n4_0076,針に赤い糸を通しました。,把紅線穿過針。
n4_0077,レポートは三日以内に出してください。,報告請在三天以內交出。
n4_0078,夏休みに田舎へ帰りました。,暑假回了鄉下。
n4_0079,家族の健康を祈ります。,祈禱家人健康。
n4_0080,先生は教室にいらっしゃいます。,老師在教室。
n4_0081,庭に花を植えます。,在庭院種花。
n4_0082,明日、先生のお宅へ伺います。,明天拜訪老師家。
n4_0083,来月、試験を受けます。,下個月參加考試。
n4_0084,嘘をついてはいけません。,不可以說謊。
n4_0085,子供のころ、宇宙に興味がありました。,小時候對宇宙有興趣。
n4_0086,海の夕日がとても美しいです。,海邊的夕陽非常美。
n4_0087,新しい部屋に移ります。,搬到新的房間。
n4_0088,紙の裏に名前を書いてください。,請在紙的背面寫名字。
n4_0089,売り場で友達と会います。,在賣場、櫃位和朋友見面。
n4_0090,台風で木の枝が折れました。,颱風把樹枝吹斷了。
n4_0091,遠慮しないで、たくさん食べてください。,請不要客氣，多吃一點。
n4_0092,先生はもうおいでになります。,老師已經來了。
n4_0093,先生のお陰で試験に合格しました。,多虧老師，考試及格了。
n4_0094,朝、弟を起こします。,早上叫醒弟弟。
n4_0095,先生は少し怒っています。,老師有點生氣。
n4_0096,先生のお宅へ伺いました。,去了老師府上拜訪。
n4_0097,葉が木から落ちます。,葉子從樹上掉下來。
n4_0098,先生がおっしゃいました。,老師說了。
n4_0099,コンビニでお釣りを受け取りました。,在便利商店收下找零。
n4_0100,財布を落としました。,弄掉錢包。
n4_0101,大きい音に驚きました。,被很大的聲音嚇到。
n4_0102,週末に友達とお祭りへ行きます。,週末要和朋友去祭典。
n4_0103,入院した友達のお見舞いに行きました。,去探望住院的朋友。
n4_0104,封筒の表に住所を書きます。,在信封正面寫地址。
n4_0105,親に毎週電話をかけています。,每週打電話給父母。
n4_0106,紙を半分に折ります。,把紙對折。
n4_0107,強い風で枝が折れました。,樹枝被強風吹斷了。
n4_0108,映画の終わりで少し泣きました。,在電影結尾稍微哭了。
n4_0109,会場で友達と会います。,在會場和朋友見面。
n4_0110,日本語で短い会話を練習しました。,用日文練習短會話。
n4_0111,科学の授業で実験をしました。,在科學課做了實驗。
n4_0112,壁に時計を掛けます。,把時鐘掛在牆上。
n4_0113,部屋に花を飾ります。,在房間裝飾花。
n4_0114,台所の火事に気をつけてください。,請小心廚房火災。
n4_0115,試合に勝ちました。,比賽贏了。
n4_0116,家内は今、買い物に出ています。,內人現在出門買東西。
n4_0117,壁に新しいカレンダーを掛けました。,把新月曆掛在牆上。
n4_0118,小さいことは構いません。,小事沒關係。
n4_0119,神様に家族の健康を祈りました。,向神明祈求家人健康。
n4_0120,よく噛んで食べます。,好好咀嚼再吃。
n4_0121,毎日学校に通っています。,每天通學。
n4_0122,洗濯物が乾きました。,洗好的衣服乾了。
n4_0123,兄の代わりに荷物を受け取りました。,代替哥哥收下行李。
n4_0124,町の様子が変わりました。,城鎮的樣子改變了。
n4_0125,仕事と健康の関係を調べています。,正在調查工作與健康的關係。
n4_0126,簡単な説明です。,是簡單的説明。
n4_0127,姉は文学部で勉強しています。,姐姐在文學院念書。
n4_0128,隣の部屋から音が聞こえます。,聽得到隔壁房間的聲音。
n4_0129,昔は汽車で旅行する人が多かったです。,以前很多人搭火車旅行。
n4_0130,日本には四つの季節があります。,日本有四個季節。
n4_0131,このスカーフは絹でできています。,這條圍巾是絲綢做的。
n4_0132,父は厳しい人です。,爸爸是嚴格的人。
n4_0133,君の意見を聞かせてください。,請讓我聽聽你的意見。
n4_0134,初めての給料で母に花を買いました。,用第一份薪水買花給媽媽。
n4_0135,子供の教育について両親と相談しました。,和父母商量孩子的教育。
n4_0136,日曜日に古い教会を見学しました。,星期日參觀了老教堂。
n4_0137,競争が激しいので、毎日練習します。,競爭很激烈，所以每天練習。
n4_0138,日本の歴史に興味があります。,對日本歷史有興趣。
n4_0139,近所で友達と会います。,在附近、鄰近和朋友見面。
n4_0140,今日は体の具合がよくありません。,今天身體狀況不太好。
n4_0141,新聞で世界の経済を勉強します。,從報紙學習世界經濟。
n4_0142,転んで足に怪我をしました。,跌倒後腳受傷了。
n4_0143,弟と喧嘩して、あとで謝りました。,和弟弟吵架，之後道歉了。
n4_0144,大学で日本語教育を研究しています。,在大學研究日語教育。
n4_0145,京都のお寺を見物しました。,參觀了京都的寺廟。
n4_0146,朝は交通が混んでいます。,早上交通很壅塞。
n4_0147,市役所で公務員に質問しました。,在市公所詢問公務員。
n4_0148,国民の生活を守る制度です。,這是保護國民生活的制度。
n4_0149,質問に答えます。,回答問題。
n4_0150,毎日勉強して、試験に合格しました。,每天讀書，考試及格了。
n4_0151,先生はそのニュースをご存じです。,老師知道那則新聞。
n4_0152,ご馳走を食べます。,吃盛宴、款待。
n4_0153,盛んなことです。,是興盛、熱烈的こと。
n4_0154,友達を映画に誘います。,邀請朋友去看電影。
n4_0155,さっき駅で友達に会いました。,剛才在車站遇到朋友。
n4_0156,一人で帰る道は少し寂しいです。,一個人回家的路上有點寂寞。
n4_0157,お茶が冷めました。,茶變涼了。
n4_0158,再来月に友達と会います。,下下個月和朋友見面。
n4_0159,再来週に友達と会います。,下下週和朋友見面。
n4_0160,再来年、日本へ留学する予定です。,後年預定去日本留學。
n4_0161,母が弟を叱ります。,媽媽責罵弟弟。
n4_0162,店で安い品物を探しました。,在店裡找便宜的商品。
n4_0163,しばらくここで待ちます。,暫時在這裡等。
n4_0164,服を箱にしまいます。,把衣服收進箱子。
n4_0165,多くの市民が会議に参加しました。,許多市民參加了會議。
n4_0166,社会のルールを守りましょう。,遵守社會規則吧。
n4_0167,社長に新しい計画を説明しました。,向社長說明新計畫。
n4_0168,早く寝る習慣をつけたいです。,想養成早睡的習慣。
n4_0169,会議への出席を確認しました。,確認了會議出席。
n4_0170,正月に友達と会います。,新年、正月和朋友見面。
n4_0171,電車の中で小説を読みました。,在電車裡讀小說。
n4_0172,将来は医者になりたいです。,將來想成為醫生。
n4_0173,スーパーで食料品を買いました。,在超市買了食品。
n4_0174,交差点で事故がありました。,十字路口發生事故。
n4_0175,夜中に大きな地震がありました。,半夜發生了大地震。
n4_0176,この時代の文学を読んでいます。,正在讀這個時代的文學。
n4_0177,このドアは自動で開きます。,這扇門會自動打開。
n4_0178,事務所で友達と会います。,在辦公室和朋友見面。
n4_0179,勉強の邪魔をしないでください。,請不要妨礙我讀書。
n4_0180,休みの日は自由に過ごします。,休假日自由地度過。
n4_0181,兄は高校で柔道を習っています。,哥哥在高中學柔道。
n4_0182,この町の人口は少し増えました。,這個城鎮的人口稍微增加了。
n4_0183,夏休みに水泳を習いました。,暑假學了游泳。
n4_0184,九時を過ぎました。,已經過九點了。
n4_0185,席が空いています。,座位空著。
n4_0186,彼の日本語はすごいです。,他的日文很厲害。
n4_0187,すっかり早く来てください。,請完全地早點來。
n4_0188,素晴らしい発表でした。,那是很棒的發表。
n4_0189,部屋の隅にかばんを置きました。,把包包放在房間角落。
n4_0190,駅では掏摸に注意してください。,在車站請小心扒手。
n4_0191,授業で日本の政治を学びました。,在課堂上學了日本政治。
n4_0192,西洋の美術に興味があります。,對西洋美術有興趣。
n4_0193,世界のニュースを毎朝見ます。,每天早上看世界新聞。
n4_0194,戦争の歴史を忘れてはいけません。,不可以忘記戰爭的歷史。
n4_0195,ゆっくりそいます。,慢慢地那樣、對。
n4_0196,来年、大学を卒業します。,明年大學畢業。
n4_0197,部屋はそのままにしておいてください。,請讓房間保持原樣。
n4_0198,今日はそれほど寒くありません。,今天沒有那麼冷。
n4_0199,祖父は来週退院します。,祖父下週出院。
n4_0200,正しい答えを選んでください。,請選正確答案。
n4_0201,庭に旗を立てました。,我在院子裡立了旗子。
n4_0202,例えば、こんな言い方があります。,例如，有這樣的說法。
n4_0203,週末の旅行を楽しみにしています。,我很期待週末的旅行。
n4_0204,たまに一人で映画を見ます。,我偶爾一個人看電影。
n4_0205,家族との時間はとても大事です。,和家人在一起的時間非常重要。
n4_0206,薬を飲んで、だいぶ楽になりました。,吃藥後舒服多了。
n4_0207,ここで写真を撮っては駄目です。,這裡不可以拍照。
n4_0208,重い荷物を持つ力がありません。,我沒有力氣拿重行李。
n4_0209,説明を聞いても、ちっとも分かりません。,即使聽了說明，我也一點都不懂。
n4_0210,妹は兄をお兄ちゃんと呼びます。,妹妹叫哥哥「お兄ちゃん」。
n4_0211,道を渡るときは車に注意してください。,過馬路時請注意車子。
n4_0212,病院で注射を受けました。,我在醫院打了針。
n4_0213,車を駅前の駐車場に止めました。,我把車停在車站前的停車場。
n4_0214,地理の授業で日本の地図を見ました。,地理課看了日本地圖。
n4_0215,プレゼントをきれいな紙で包みました。,我用漂亮的紙把禮物包起來。
n4_0216,日本語の勉強を毎日続けています。,我每天持續學日文。
n4_0217,来年、日本へ旅行するつもりです。,我打算明年去日本旅行。
n4_0218,先生はいつも丁寧に説明してくれます。,老師總是仔細地為我們說明。
n4_0219,この仕事には適当な人を選びましょう。,我們選一個適合這份工作的人吧。
n4_0220,出かける前に天気予報を見ます。,出門前我會看天氣預報。
n4_0221,美術館の展覧会に行きました。,我去了美術館的展覽會。
n4_0222,部屋の電灯を消してください。,請關掉房間的電燈。
n4_0223,今日は特に寒いです。,今天特別冷。
n4_0224,父は月に一度、床屋へ行きます。,爸爸一個月去一次理髮店。
n4_0225,学校へ行く途中で友達に会いました。,我在去學校的途中遇到朋友。
n4_0226,忘れ物を友達の家に届けました。,我把朋友忘了帶的東西送到他家。
n4_0227,古い電池を新しいものに取り替えました。,我把舊電池換成新的。
n4_0228,泥棒に財布を取られました。,錢包被小偷偷走了。
n4_0229,なるべく早く返事をします。,我會盡量早點回覆。
n4_0230,なるほど、そういう意味だったんですね。,原來如此，是那個意思啊。
n4_0231,この薬はとても苦いです。,這個藥很苦。
n4_0232,猫が窓から外へ逃げました。,貓從窗戶逃到外面了。
n4_0233,兄と弟は顔がよく似ています。,哥哥和弟弟長得很像。
n4_0234,人の物を盗んではいけません。,不可以偷別人的東西。
n4_0235,雨で服が濡れました。,衣服被雨淋濕了。
n4_0236,買う前に値段を比べます。,買之前我會比較價格。
n4_0237,彼女は仕事に熱心です。,她對工作很熱心。
n4_0238,次の駅で地下鉄に乗り換えます。,我在下一站轉乘地下鐵。
n4_0239,先生の写真を拝見しました。,我拜看了老師的照片。
n4_0240,歯が痛いので歯医者へ行きます。,因為牙齒痛，所以我要去看牙醫。
n4_0241,もっとはっきり話してください。,請說得更清楚一點。
n4_0242,毎朝、日本語の発音を練習します。,我每天早上練習日文發音。
n4_0243,春に友達と花見をしました。,春天我和朋友去賞花。
n4_0244,林の中を静かに歩きました。,我在樹林裡安靜地走。
n4_0245,私はその意見に反対です。,我反對那個意見。
n4_0246,冬の朝は手が冷えます。,冬天早上手會冰冷。
n4_0247,夜空で星が光っています。,星星在夜空中閃耀。
n4_0248,机の引き出しに鍵を入れました。,我把鑰匙放進書桌抽屜。
n4_0249,父は髭をきれいにそりました。,爸爸把鬍子刮乾淨了。
n4_0250,飛行場で友達を迎えました。,我在機場接朋友。
n4_0251,久しぶりに高校の友達に会いました。,我久違地見到了高中朋友。
n4_0252,昨日の雨は本当に酷かったです。,昨天的雨真的很嚴重。
n4_0253,昼間は図書館で勉強しています。,我白天在圖書館讀書。
n4_0254,このプールはとても深いです。,這個游泳池很深。
n4_0255,家で今日の文法を復習しました。,我在家複習了今天的文法。
n4_0256,駅から遠くて少し不便です。,離車站很遠，有點不方便。
n4_0257,暗くて、足で紙を踏んでしまいました。,因為很暗，我不小心用腳踩到紙。
n4_0258,駅に着いたとき、雨が降り出しました。,到車站時，雨開始下了。
n4_0259,部長に資料を渡しました。,我把資料交給部長。
n4_0260,旅行で日本の文化を体験しました。,旅行時我體驗了日本文化。
n4_0261,大学で文学を勉強しています。,我在大學學文學。
n4_0262,今日は別の道を通って帰ります。,今天我要走別的路回家。
n4_0263,夜のニュースで台風の放送を見ました。,我在晚間新聞看了颱風播報。
n4_0264,新しい法律が来月から始まります。,新的法律從下個月開始施行。
n4_0265,先生が私の作文を褒めてくれました。,老師稱讚了我的作文。
n4_0266,この文章を日本語に翻訳します。,我把這篇文章翻譯成日文。
n4_0267,父の会社はアジアの国々と貿易をしています。,爸爸的公司和亞洲各國做貿易。
n4_0268,明日、そちらへ参ります。,明天我會過去您那裡。
n4_0269,水又はお茶を選んでください。,請選水或茶。
n4_0270,電話番号を間違えました。,我弄錯了電話號碼。
n4_0271,部屋の真ん中に机を置きました。,我把桌子放在房間正中央。
n4_0272,窓から海が見えます。,從窗戶看得見海。
n4_0273,朝早く港を散歩しました。,我一大早在港口散步。
n4_0274,昔、この町には電車がありませんでした。,以前這個城鎮沒有電車。
n4_0275,庭で小さな虫を見つけました。,我在院子裡發現小蟲。
n4_0276,息子は今年、中学生になります。,我兒子今年要上國中。
n4_0277,娘は今年小学校に入ります。,女兒今年上小學。
n4_0278,先生は昼ご飯を召し上がりました。,老師吃了午餐。
n4_0279,公園で珍しい鳥を見ました。,我在公園看到了少見的鳥。
n4_0280,心からお礼を申し上げます。,我由衷向您致謝。
n4_0281,私は山田と申します。,我叫山田。
n4_0282,忘れ物を取りに家へ戻りました。,我回家拿忘了帶的東西。
n4_0283,木綿のシャツは着やすいです。,棉布襯衫很好穿。
n4_0284,夕飯に魚を焼きます。,晚餐我要烤魚。
n4_0285,パンがきれいに焼けました。,麵包烤得很漂亮。
n4_0286,長い会議がやっと終わりました。,漫長的會議終於結束了。
n4_0287,やはりこの店のカレーはおいしいです。,這家店的咖哩果然很好吃。
n4_0288,夕方になって雨が止みました。,到了傍晚雨停了。
n4_0289,このパンは柔らかくておいしいです。,這個麵包很軟又好吃。
n4_0290,この港から車を輸出しています。,從這個港口輸出汽車。
n4_0291,この店は外国の果物を輸入しています。,這家店進口外國水果。
n4_0292,将来の夢を作文に書きました。,我把將來的夢想寫進作文裡。
n4_0293,地震で家が大きく揺れました。,房子因地震大幅搖晃。
n4_0294,今日は先生に用があります。,我今天有事要找老師。
n4_0295,旅行の用意を早めにしました。,我提早做好旅行準備。
n4_0296,雨で靴が汚れました。,鞋子被雨弄髒了。
n4_0297,授業の前に新しい単語を予習します。,我在上課前預習新單字。
n4_0298,この椅子に座ると楽です。,坐這張椅子很舒服。
n4_0299,駅前のレンタル自転車を利用しました。,我使用了車站前的租借腳踏車。
n4_0300,温泉のある旅館に泊まりました。,我住在有溫泉的日式旅館。
n4_0301,旅行中、家は留守になります。,旅行期間家裡沒有人。
n4_0302,暑いので冷房をつけました。,因為很熱，所以我開了冷氣。
n4_0303,この町の歴史を調べました。,我查了這個城鎮的歷史。
n4_0304,お茶を入れるためにお湯を沸かします。,我要燒開水來泡茶。
n4_0305,お湯が沸いたら、火を止めてください。,水煮開後，請關火。
n4_0306,遅れた訳を説明してください。,請說明遲到的理由。
n4_0307,電車に忘れ物をしてしまいました。,我把東西忘在電車上了。
n4_0308,落としてコップが割れました。,杯子掉下去破了。
n4_0309,夏休みの間に本を五冊読みます。,我暑假期間要讀五本書。
n4_0310,試合の相手は強いチームです。,比賽對手是很強的隊伍。
n4_0311,階段を上がって二階へ行きます。,我走樓梯上二樓。
n4_0312,試合のあとで相手と握手しました。,比賽後我和對手握手。
n4_0313,ボールが窓に当たりました。,球打到了窗戶。
n4_0314,料理が少し余りました。,料理剩下一點。
n4_0315,祖母は冬に編み物をします。,祖母冬天會編織。
n4_0316,仕事が安定して、安心しました。,工作穩定後，我放心了。
n4_0317,小学生以下は入場無料です。,小學生以下免費入場。
n4_0318,意外と早く宿題が終わりました。,作業意外地很快就完成了。
n4_0319,走ったあとで息が苦しくなりました。,跑步後呼吸變得很喘。
n4_0320,財布には幾らかお金が残っています。,錢包裡還剩一些錢。
n4_0321,高校生以上なら参加できます。,高中生以上可以參加。
n4_0322,急ぎの用事で会社へ戻りました。,我因為急事回公司了。
n4_0323,準備は私がいたします。,準備由我來做。
n4_0324,一応、もう一度確認しましょう。,我們先再確認一次吧。
n4_0325,試験のために一生懸命勉強しました。,我為了考試努力讀書。
n4_0326,一般の客もこの店に入れます。,一般客人也可以進這家店。
n4_0327,夏休みに従兄弟と海へ行きました。,暑假我和堂表兄弟姊妹去了海邊。
n4_0328,空が暗くなって、今にも雨が降りそうです。,天空變暗，眼看就要下雨了。
n4_0329,嫌なことがあっても、明日はまた頑張ります。,即使遇到討厭的事，明天我還是會繼續努力。
n4_0330,係員に入口を案内してもらいました。,工作人員帶我去了入口。
n4_0331,玄関の前に植木を置きました。,我在玄關前放了盆栽。
n4_0332,受付で申し込みを受け付けています。,櫃台正在受理報名。
n4_0333,机を少し動かしてください。,請把桌子稍微移動一下。
n4_0334,パソコンでメールを打ちました。,我用電腦打了電子郵件。
n4_0335,パスポートの写しを一枚取ります。,我要影印一份護照副本。
n4_0336,彼は料理が上手いです。,他很擅長做菜。
n4_0337,紙を裏返して、裏にも名前を書きました。,我把紙翻面，也在背面寫了名字。
n4_0338,この店は夜十時まで営業しています。,這家店營業到晚上十點。
n4_0339,友達の結婚祝いを買いました。,我買了朋友的結婚賀禮。
n4_0340,誕生日に小さな贈り物をもらいました。,生日時我收到一份小禮物。
n4_0341,妹は毎朝、髪をお下げにしています。,妹妹每天早上都把頭髮綁成辮子。
n4_0342,あと一点で合格だったので、惜しい結果でした。,只差一分就及格，所以結果很可惜。
n4_0343,お嬢さんは何歳でいらっしゃいますか。,令千金幾歲呢？
n4_0344,旅行中、友達にお世話になりました。,旅行中我受朋友照顧了。
n4_0345,昨夜、恐ろしい夢を見ました。,昨晚我做了可怕的夢。
n4_0346,お互いに助け合いましょう。,我們彼此互相幫忙吧。
n4_0347,風邪ですか。どうぞお大事に。,你感冒了嗎？請保重。
n4_0348,祭りで子供たちの踊りを見ました。,我在祭典看了孩子們的舞蹈。
n4_0349,店でおまけを一つもらいました。,我在店裡拿到一個附贈品。
n4_0350,紙が飛ばないように重りを置きました。,為了不讓紙飛走，我放了重物壓著。
n4_0351,三時におやつを食べました。,我三點吃了點心。
n4_0352,助けてくれた人にお礼を言いました。,我向幫忙的人道謝。
n4_0353,朝、海岸を散歩しました。,早上我在海岸散步。
n4_0354,レストランで会計を済ませました。,我在餐廳結完帳。
n4_0355,会社の帰りにスーパーへ寄ります。,我下班回家路上會順道去超市。
n4_0356,正月に鏡餅を飾りました。,新年時我擺了鏡餅。
n4_0357,旅行で大きな火山を見ました。,旅行時我看到了大火山。
n4_0358,店員は「畏まりました」と答えました。,店員回答「我明白了」。
n4_0359,人数を数えてください。,請數一下人數。
n4_0360,このパンは少し硬いです。,這個麵包有點硬。
n4_0361,この箱は面白い形をしています。,這個盒子的形狀很有趣。
n4_0362,週末はボランティア活動に参加します。,週末我要參加志工活動。
n4_0363,悲しい映画を見て泣きました。,我看了悲傷的電影後哭了。
n4_0364,高い物が必ずしもいいとは限りません。,貴的東西未必就一定好。
n4_0365,彼は金持ちですが、生活は質素です。,他很有錢，但生活很樸素。
n4_0366,彼女は同じクラスの友達です。,她是同班同學。
n4_0367,少し遅れても構いません。,稍微晚一點也沒關係。
n4_0368,夕方から雷が鳴っています。,傍晚開始打雷。
n4_0369,雨の中で待っている子供が可哀想でした。,在雨中等待的小孩令人覺得可憐。
n4_0370,京都で観光を楽しみました。,我在京都享受觀光旅遊。
n4_0371,母は病院で看護の仕事をしています。,媽媽在醫院做護理工作。
n4_0372,春の風を感じました。,我感受到了春天的風。
n4_0373,寒い日は膝の関節が痛くなります。,天冷時膝關節會痛。
n4_0374,大学で外国語を二つ学びました。,我在大學學了兩門外語。
n4_0375,毎日の学習が大切です。,每天學習很重要。
n4_0376,新しい学期は四月に始まります。,新學期四月開始。
n4_0377,学校生活にも少しずつ慣れてきました。,我也漸漸習慣學校生活了。
n4_0378,今日は気温が三十度まで上がりました。,今天氣溫升到三十度。
n4_0379,留学が終わって、来月帰国します。,留學結束後，我下個月回國。
n4_0380,寒いので、子供にコートを着せました。,因為很冷，我幫小孩穿上外套。
n4_0381,まず文法の基礎を勉強しましょう。,我們先學文法基礎吧。
n4_0382,明日はきっと晴れるでしょう。,明天一定會放晴吧。
n4_0383,今日は客が多くて店が忙しいです。,今天客人很多，店裡很忙。
n4_0384,疲れたので、十分休憩しました。,因為累了，我充分休息了。
n4_0385,休日に友達と映画を見に行きます。,假日我要和朋友去看電影。
n4_0386,急に雨が降ってきました。,雨突然下了起來。
n4_0387,兄は高校の教員です。,哥哥是高中教師。
n4_0388,先生が新しい教材を配りました。,老師發了新的教材。
n4_0389,妹はにんじんを嫌います。,妹妹討厭紅蘿蔔。
n4_0390,この店は全席禁煙です。,這家店全面禁菸。
n4_0391,父は病院に勤務しています。,爸爸在醫院工作。
n4_0392,暑い日に食べ物が腐りやすいです。,天熱時食物容易腐壞。
n4_0393,色の組み合わせを考えて服を選びました。,我考慮顏色搭配後選了衣服。
n4_0394,冬は日が早く暮れます。,冬天天黑得早。
n4_0395,母は若いころ、とても苦労したそうです。,聽說媽媽年輕時很辛苦。
n4_0396,道に迷ったので警察に聞きました。,因為迷路，我問了警察。
n4_0397,合計の金額を計算しました。,我計算了總金額。
n4_0398,風邪で学校を欠席しました。,我因為感冒缺席學校。
n4_0399,このことは決して忘れません。,我絕不會忘記這件事。
n4_0400,行きたいけれど、今日は時間がありません。,我想去，但是今天沒有時間。
n4_0401,工場へ見学に行きました。,我去工廠參觀學習。
n4_0402,大学の近くで下宿しています。,我在大學附近租房寄宿。
n4_0403,この店では現金で払いました。,我在這家店用現金付款。
n4_0404,このコーヒーは味が濃いです。,這杯咖啡味道很濃。
n4_0405,週末は郊外の公園へ行きます。,週末我要去郊外的公園。
n4_0406,大学で経済の講義を聞きました。,我在大學聽了一堂經濟學講課。
n4_0407,校長が朝礼で話しました。,校長在朝會上說話。
n4_0408,卒業式は学校の講堂で行われます。,畢業典禮會在學校禮堂舉行。
n4_0409,国際交流のイベントに参加しました。,我參加了國際交流活動。
n4_0410,先生は黒板に漢字を書きました。,老師在黑板上寫了漢字。
n4_0411,重い荷物を持って腰が痛くなりました。,拿了重行李後腰痛了起來。
n4_0412,古い椅子が壊れました。,舊椅子壞了。
n4_0413,今度の日曜日に会いましょう。,這個星期日見吧。
n4_0414,買った物の合計を計算しました。,我計算了買的東西的總金額。
n4_0415,先生は写真をご覧になりました。,老師看了照片。
n4_0416,最近、仕事が忙しいです。,最近工作很忙。
n4_0417,最初に名前を書いてください。,請一開始先寫名字。
n4_0418,この坂を上がると駅があります。,爬上這個坡道後就有車站。
n4_0419,夜になって気温が下がりました。,到了晚上氣溫下降了。
n4_0420,先生にお土産を差し上げました。,我把伴手禮送給老師。
n4_0421,古い自転車が錆びています。,舊腳踏車生鏽了。
n4_0422,この町では観光産業が盛んです。,這個城鎮觀光產業很興盛。
n4_0423,ほかに仕方がないので、歩いて帰りました。,因為沒有其他辦法，所以我走路回家。
n4_0424,来週、入学式に参加します。,下週我要參加入學典禮。
n4_0425,至急、こちらへ連絡してください。,請立刻聯絡我們。
n4_0426,試験場には早めに着きました。,我提早到了考場。
n4_0427,夕日が海に沈みました。,夕陽沉入海中。
n4_0428,先に帰ります。失礼します。,我先回去了，失禮了。
n4_0429,店にはいい品がたくさん並んでいます。,店裡陳列著很多好貨。
n4_0430,週末に友達と芝居を見に行きます。,週末我要和朋友去看戲。
n4_0431,夏休みに小さな島へ旅行しました。,暑假我去小島旅行。
n4_0432,兄は来年、東京で就職します。,哥哥明年會在東京就職。
n4_0433,写真を撮るのが私の趣味です。,拍照是我的興趣。
n4_0434,この店にはお茶の種類が多いです。,這家店茶的種類很多。
n4_0435,友達に先生を紹介しました。,我把老師介紹給朋友。
n4_0436,新しい商品が店に並びました。,新商品陳列在店裡了。
n4_0437,最後まで勝負は分かりません。,不到最後不知道勝負。
n4_0438,明日、友達と食事します。,明天我要和朋友用餐。
n4_0439,昼休みに食堂でカレーを食べました。,午休時我在食堂吃了咖哩。
n4_0440,食事のあとで食器を洗います。,飯後我會洗餐具。
n4_0441,母は私の健康を心配しています。,媽媽擔心我的健康。
n4_0442,時間は十分あります。,時間很足夠。
n4_0443,順番を守って並んでください。,請遵守順序排隊。
n4_0444,このかばんは丈夫で長く使えます。,這個包包很堅固，可以用很久。
