id,example_ja,example_zh
n5_0141,来週、試験があります。,下週有考試。
n5_0142,先月、新しい車を買いました。,上個月買了新車。
n5_0143,今月はお金がありません。,這個月沒有錢。
n5_0144,来月、日本へ行きます。,下個月去日本。
n5_0145,去年、台湾へ来ました。,去年來台灣。
n5_0146,今年は日本語を勉強します。,今年要學日文。
n5_0147,来年、大学に入ります。,明年上大學。
n5_0148,いつ日本へ行きますか。,什麼時候去日本？
n5_0149,子供の時、日本に住んでいました。,小時候住在日本。
n5_0150,日本語を勉強する時間があります。,有時間學日文。
n5_0151,五分待ってください。,請等五分鐘。
n5_0152,りんごを半分食べます。,吃半顆蘋果。
n5_0153,午前九時に授業があります。,上午九點有課。
n5_0154,午後、図書館へ行きます。,下午去圖書館。
n5_0155,晩に家でご飯を食べます。,晚上在家吃飯。
n5_0156,週末に友達と会います。,週末和朋友見面。
n5_0157,日曜日は休みです。,星期日休息。
n5_0158,月曜日に学校へ行きます。,星期一去學校。
n5_0159,火曜日に病院へ行きます。,星期二去醫院。
n5_0160,水曜日に日本語の授業があります。,星期三有日文課。
n5_0161,木曜日に友達と会います。,星期四和朋友見面。
n5_0162,金曜日の夜、映画を見ます。,星期五晚上看電影。
n5_0163,土曜日は家で休みます。,星期六在家休息。
n5_0164,父は会社員です。,我爸爸是上班族。
n5_0165,母は料理が上手です。,我媽媽很會做菜。
n5_0166,お父さんはお元気ですか。,你爸爸身體好嗎？
n5_0167,お母さんに電話します。,打電話給媽媽。
n5_0168,兄は大学生です。,我哥哥是大學生。
n5_0169,姉は東京に住んでいます。,我姊姊住在東京。
n5_0170,お兄さんは何歳ですか。,你哥哥幾歲？
n5_0171,お姉さんは先生ですか。,你姊姊是老師嗎？
n5_0172,弟は高校生です。,我弟弟是高中生。
n5_0173,妹と買い物に行きます。,和妹妹去買東西。
n5_0174,家族と一緒に住んでいます。,和家人一起住。
n5_0175,あの男の人は先生です。,那位男士是老師。
n5_0176,あの女の人は先生です。,那位女士是老師。
n5_0177,男の子が公園で遊んでいます。,男孩正在公園玩。
n5_0178,女の子が本を読んでいます。,女孩正在看書。
n5_0179,大学で日本語を勉強します。,在大學學日文。
n5_0180,兄は高校に通っています。,哥哥在念高中。
n5_0181,小学校は駅の近くです。,小學在車站附近。
n5_0182,教室で先生を待ちます。,在教室等老師。
n5_0183,今日は日本語の授業があります。,今天有日文課。
n5_0184,明日は試験があります。,明天有考試。
n5_0185,この問題は難しいです。,這個問題很難。
n5_0186,答えを紙に書きます。,把答案寫在紙上。
n5_0187,試験の前に練習します。,考試前練習。
n5_0188,日本語で作文を書きます。,用日文寫作文。
n5_0189,辞書で言葉を調べます。,用字典查單字。
n5_0190,電車で雑誌を読みます。,在電車上看雜誌。
n5_0191,朝、新聞を読みます。,早上看報紙。
n5_0192,友達に手紙を書きます。,寫信給朋友。
n5_0193,郵便局で切手を買います。,在郵局買郵票。
n5_0194,名前を紙に書いてください。,請把名字寫在紙上。
n5_0195,この町は静かです。,這個城鎮很安靜。
n5_0196,いろいろな国の料理を食べたいです。,想吃各種國家的料理。
n5_0197,日本で友達に会いました。,在日本見了朋友。
n5_0198,外国へ行ったことがありますか。,你去過外國嗎？
n5_0199,公園で散歩します。,在公園散步。
n5_0200,庭に花があります。,庭院裡有花。
n5_0201,交番へ行きます。,去派出所。
n5_0202,大使館は駅の近くです。,大使館在車站附近。
n5_0203,夏休みに旅行します。,暑假去旅行。
n5_0204,空港へ行きます。,去機場。
n5_0205,道は駅の近くです。,道路在車站附近。
n5_0206,橋で友達を待ちます。,在橋等朋友。
n5_0207,角を右へ曲がります。,在轉角往右轉。
n5_0208,入口で待ちます。,在入口等。
n5_0209,出口はあちらです。,出口在那邊。
n5_0210,台所で料理します。,在廚房做菜。
n5_0211,お手洗いはどこですか。,洗手間在哪裡？
n5_0212,夜、お風呂に入ります。,晚上洗澡。
n5_0213,窓を開けます。,打開窗戶。
n5_0214,戸を閉めます。,關上門。
n5_0215,ドアを開けます。,打開門。
n5_0216,地下鉄に乗ります。,搭地下鐵。
n5_0217,飛行機で沖縄へ行きます。,搭飛機去沖繩。
n5_0218,船で島へ行きます。,搭船去島上。
n5_0219,鉛筆を使います。,使用鉛筆。
n5_0220,ボールペンを買います。,買原子筆。
n5_0221,ノートは机の上です。,筆記本在桌上。
n5_0222,紙を使います。,使用紙。
n5_0223,切符を買います。,買票。
n5_0224,財布は机の上です。,錢包在桌上。
n5_0225,お金を使います。,使用錢。
n5_0226,鍵を買います。,買鑰匙。
n5_0227,箱は机の上です。,盒子、箱子在桌上。
n5_0228,皿を使います。,使用盤子。
n5_0229,茶碗を買います。,買碗、茶碗。
n5_0230,ナイフは机の上です。,刀子在桌上。
n5_0231,フォークを使います。,使用叉子。
n5_0232,スプーンを買います。,買湯匙。
n5_0233,朝ご飯を食べます。,吃早餐。
n5_0234,昼ご飯を買います。,買午餐。
n5_0235,晩ご飯を作ります。,做晚餐。
n5_0236,牛乳を飲みます。,喝牛奶。
n5_0237,ジュースを飲みます。,喝果汁。
n5_0238,ビールを飲みます。,喝啤酒。
n5_0239,コーヒーを飲みます。,喝咖啡。
n5_0240,コーヒーに砂糖を入れます。,在咖啡裡加糖。
n5_0241,料理に塩を入れます。,在料理裡加鹽。
n5_0242,パンにバターをつけます。,在麵包上抹奶油。
n5_0243,チーズをパンにのせます。,把起司放在麵包上。
n5_0244,りんごを買います。,買蘋果。
n5_0245,みかんが好きです。,喜歡橘子。
n5_0246,バナナを食べます。,吃香蕉。
n5_0247,ケーキを買います。,買蛋糕。
n5_0248,寿司が好きです。,喜歡壽司。
n5_0249,天ぷらを食べます。,吃天婦羅。
n5_0250,カレーを買います。,買咖哩。
n5_0251,そばが好きです。,喜歡蕎麥麵。
n5_0252,うどんを食べます。,吃烏龍麵。
n5_0253,体を大切にします。,保重身體。
n5_0254,頭が痛いです。,頭痛。
n5_0255,朝、顔を洗います。,早上洗臉。
n5_0256,目が痛いです。,眼睛痛。
n5_0257,耳で音を聞きます。,用耳朵聽聲音。
n5_0258,口を大きく開けます。,把嘴巴張大。
n5_0259,毎朝、歯を磨きます。,每天早上刷牙。
n5_0260,手を洗います。,洗手。
n5_0261,足が疲れました。,腳累了。
n5_0262,お腹がすきました。,肚子餓了。
n5_0263,天気の写真を撮ります。,拍天氣的照片。
n5_0264,晴れが見えます。,看得到晴天。
n5_0265,今日は曇りがきれいです。,今天的陰天很漂亮。
n5_0266,雲の写真を撮ります。,拍雲的照片。
n5_0267,太陽が見えます。,看得到太陽。
n5_0268,今日は月がきれいです。,今天的月亮很漂亮。
n5_0269,星の写真を撮ります。,拍星星的照片。
n5_0270,木が見えます。,看得到樹、木頭。
n5_0271,今日は森がきれいです。,今天的森林很漂亮。
n5_0272,池の写真を撮ります。,拍池塘的照片。
n5_0273,動物が見えます。,看得到動物。
n5_0274,今日は馬がきれいです。,今天的馬很漂亮。
n5_0275,牛の写真を撮ります。,拍牛的照片。
n5_0276,豚が見えます。,看得到豬。
n5_0277,今日はいい天気です。,今天天氣很好。
n5_0278,良い本を読みます。,讀好書。
n5_0279,悪いニュースを聞きました。,聽到了壞消息。
n5_0280,かわいい猫がいます。,有一隻可愛的貓。
n5_0281,きれいな部屋です。,是漂亮乾淨的房間。
n5_0282,静かな図書館で勉強します。,在安靜的圖書館讀書。
n5_0283,駅の前は賑やかです。,車站前很熱鬧。
n5_0284,母は元気です。,媽媽很有精神。
n5_0285,このアプリは便利です。,這個應用程式很方便。
n5_0286,今日は大変でした。,今天很辛苦。
n5_0287,日曜日は暇です。,星期日有空。
n5_0288,友達は料理が上手です。,朋友很會做菜。
n5_0289,私は歌が下手です。,我不擅長唱歌。
n5_0290,日本語が好きです。,喜歡日文。
n5_0291,辛い食べ物が嫌いです。,討厭辣的食物。
n5_0292,この道は危ないです。,這條路很危險。
n5_0293,この荷物は重いです。,這件行李很重。
n5_0294,このかばんは軽いです。,這個包包很輕。
n5_0295,広い部屋に住みたいです。,想住在寬敞的房間。
n5_0296,この道は狭いです。,這條路很窄。
n5_0297,長い映画を見ました。,看了很長的電影。
n5_0298,短いスカートを買います。,買短裙。
n5_0299,朝の電車は早いです。,早上的電車很早。
n5_0300,このバスは遅いです。,這班公車很慢。
n5_0301,このお菓子は甘いです。,這個點心很甜。
n5_0302,このカレーは辛いです。,這個咖哩很辣。
n5_0303,冷たい水を飲みます。,喝冰水。
n5_0304,暖かい部屋で休みます。,在溫暖的房間休息。
n5_0305,秋の夜は涼しいです。,秋天夜晚很涼爽。
n5_0306,部屋が暗いです。,房間很暗。
n5_0307,明るい教室で勉強します。,在明亮的教室讀書。
n5_0308,母は毎日忙しいです。,媽媽每天很忙。
n5_0309,旅行は楽しいです。,旅行很開心。
n5_0310,この本は面白いです。,這本書很有趣。
n5_0311,この問題は難しいです。,這個問題很難。
n5_0312,この問題は易しいです。,這個問題很簡單。
n5_0313,兄は力が強いです。,哥哥力氣很強。
n5_0314,私は朝に弱いです。,我不擅長早起。
n5_0315,明日、友達に会います。,明天和朋友見面。
n5_0316,暑いので、窓を開けます。,因為很熱，所以打開窗戶。
n5_0317,九時に店が開きます。,店九點開門。
n5_0318,日曜日に公園で遊びます。,星期日在公園玩。
n5_0319,ご飯の前に手を洗います。,吃飯前洗手。
n5_0320,もう一度、ゆっくり言います。,再慢慢說一次。
n5_0321,みんなで歌を歌います。,大家一起唱歌。
n5_0322,古い本を売ります。,賣掉舊書。
n5_0323,先生が漢字を教えます。,老師教漢字。
n5_0324,新しい言葉を覚えます。,記住新的單字。
n5_0325,授業は三時に終わります。,課三點結束。
n5_0326,駅まで十分かかります。,到車站要花十分鐘。
n5_0327,友達にペンを貸します。,把筆借給朋友。
n5_0328,図書館で本を借ります。,在圖書館借書。
n5_0329,今日は白いシャツを着ます。,今天穿白色襯衫。
n5_0330,部屋の電気を消します。,關掉房間的燈。
n5_0331,魚が死にました。,魚死了。
n5_0332,ここでたばこを吸いません。,不在這裡抽菸。
n5_0333,椅子に座ります。,坐在椅子上。
n5_0334,駅の前に立ちます。,站在車站前面。
n5_0335,かばんから財布を出します。,從包包拿出錢包。
n5_0336,テレビをつけます。,打開電視。
n5_0337,父は銀行に勤めています。,父親在銀行工作。
n5_0338,午後、友達と出かけます。,下午和朋友出門。
n5_0339,少し日本語ができます。,會一點日文。
n5_0340,駅の出口から出ます。,從車站出口出去。
n5_0341,机の上の本を取ります。,拿桌上的書。
n5_0342,学校で日本語を習います。,在學校學日文。
n5_0343,来年、大学生になります。,明年成為大學生。
n5_0344,教室に入ります。,進入教室。
n5_0345,新しい靴を履きます。,穿新鞋。
n5_0346,朝、公園を走ります。,早上在公園跑步。
n5_0347,母は病院で働きます。,媽媽在醫院工作。
n5_0348,ドアを引きます。,拉門。
n5_0349,次の角を右へ曲がります。,在下一個轉角右轉。
n5_0350,重い荷物を持ちます。,拿很重的行李。
n5_0351,手を上げます。,舉手。
n5_0352,友達にプレゼントをもらいます。,從朋友那裡收到禮物。
n5_0353,旅行にはお金が要ります。,旅行需要錢。
n5_0354,机の上に本があります。,桌上有書。
n5_0355,鍵を机の上に置きます。,把鑰匙放在桌上。
n5_0356,このボタンを押します。,按這個按鈕。
n5_0357,次の駅で降ります。,在下一站下車。
n5_0358,毎朝、電車に乗ります。,每天早上搭電車。
n5_0359,友達に本を返します。,把書還給朋友。
n5_0360,部屋の電気が消えます。,房間的燈熄了。
n5_0361,寒いので、窓を閉めます。,因為很冷，所以關窗。
n5_0362,店のドアが閉まります。,店門關上。
n5_0363,九時に勉強を始めます。,九點開始念書。
n5_0364,授業は九時に始まります。,課九點開始。
n5_0365,橋を渡ります。,過橋。
n5_0366,バスが駅の前で止まります。,公車在車站前停下。
n5_0367,駅の前に車を止めます。,把車停在車站前。
n5_0368,子供が泣いています。,小孩正在哭。
n5_0369,友達が大きく笑います。,朋友大聲笑。
n5_0370,先生を呼びます。,叫老師。
n5_0371,日曜日は家で休みます。,星期日在家休息。
n5_0372,この問題が分かります。,懂這個問題。
n5_0373,宿題を忘れました。,忘了作業。
n5_0374,いいと思います。,我覺得很好。
n5_0375,寒い日に帽子を被ります。,冷天戴帽子。
n5_0376,道が分からなくて困ります。,不知道路，很困擾。
n5_0377,春に花が咲きます。,春天花會開。
n5_0378,雨の日に傘を差します。,下雨天撐傘。
n5_0379,その人を知っています。,認識那個人。
n5_0380,東京に住んでいます。,住在東京。
n5_0381,雪の上で滑ります。,在雪上滑倒。
n5_0382,レストランで水を頼みます。,在餐廳點水。
n5_0383,仕事の後で疲れます。,工作後會累。
n5_0384,電車は三時に着きます。,電車三點到。
n5_0385,雨の日が続きます。,雨天持續。
n5_0386,子供を学校へ連れます。,帶小孩去學校。
n5_0387,鳥が空を飛びます。,鳥在天空飛。
n5_0388,財布を無くしました。,弄丟錢包。
n5_0389,部屋で靴を脱ぎます。,在房間脫鞋。
n5_0390,山に登ります。,爬山。
n5_0391,午後から雨が降ります。,下午開始下雨。
n5_0392,本を開きます。,打開書。
n5_0393,試合に負けました。,比賽輸了。
n5_0394,写真を友達に見せます。,把照片給朋友看。
n5_0395,宿題をやります。,做作業。
n5_0396,先生に作文を渡します。,把作文交給老師。
n5_0397,駅で友達と別れます。,在車站和朋友道別。
n5_0398,かばんに本を入れます。,把書放進包包。
n5_0399,妹は去年生まれました。,妹妹去年出生。
n5_0400,朝、シャワーを浴びます。,早上淋浴。
n5_0401,明後日、映画を見ます。,後天看電影。
n5_0402,一昨日、雨が降りました。,前天下雨了。
n5_0403,今晩、友達と会います。,今晚和朋友見面。
n5_0404,昨夜、早く寝ました。,昨晚很早睡。
n5_0405,りんごを一つください。,請給我一個蘋果。
n5_0406,りんごを二つください。,請給我兩個蘋果。
n5_0407,りんごを三つください。,請給我三個蘋果。
n5_0408,りんごを四つください。,請給我四個蘋果。
n5_0409,りんごを五つください。,請給我五個蘋果。
n5_0410,りんごを六つください。,請給我六個蘋果。
n5_0411,りんごを七つください。,請給我七個蘋果。
n5_0412,りんごを八つください。,請給我八個蘋果。
n5_0413,りんごを九つください。,請給我九個蘋果。
n5_0414,りんごを十ください。,請給我十個蘋果。
n5_0415,切符をいくつ買います。,買幾個張票。
n5_0416,切符を一人買います。,買一個人張票。
n5_0417,切符を二人買います。,買兩個人張票。
n5_0418,切符を人買います。,買人數張票。
n5_0419,切符を枚買います。,買張、片張票。
n5_0420,切符を台買います。,買台、輛張票。
n5_0421,切符を個買います。,買個張票。
n5_0422,切符を回買います。,買次、回張票。
n5_0423,切符を円買います。,買日圓張票。
n5_0424,切符を番号買います。,買號碼張票。
n5_0425,切符を歳買います。,買歲張票。
n5_0426,最後に名前を書きます。,最後寫名字。
n5_0427,初めにあいさつします。,一開始先打招呼。
n5_0428,次の駅で降ります。,在下一站下車。
n5_0429,全部食べました。,全部吃完了。
n5_0430,ケーキを半分食べます。,吃半塊蛋糕。
n5_0431,いつも朝ご飯を食べます。,總是吃早餐。
n5_0432,今日はとても暑いです。,今天非常熱。
n5_0433,図書館に本がたくさんあります。,圖書館有很多書。
n5_0434,日本語が少し分かります。,懂一點日文。
n5_0435,すぐ行きます。,馬上去。
n5_0436,また明日会いましょう。,明天再見吧。
n5_0437,宿題はまだ終わりません。,作業還沒結束。
n5_0438,もう昼ご飯を食べました。,已經吃午餐了。
n5_0439,もっと水を飲みたいです。,想喝更多水。
n5_0440,ゆっくり話してください。,請慢慢說。
n5_0441,明日は早く起きます。,明天早點起床。
n5_0442,友達と一緒に映画を見ます。,和朋友一起看電影。
n5_0443,靴と服を別々に入れます。,把鞋子和衣服分開放。
n5_0444,この道を真っ直ぐ行きます。,沿著這條路直走。
n5_0445,日本語がだんだん分かります。,日文漸漸懂了。
n5_0446,初めて日本へ行きます。,第一次去日本。
n5_0447,どうぞ、入ってください。,請進。
n5_0448,どうもありがとうございます。,非常謝謝。
n5_0449,お茶はいかがですか。,茶如何？
n5_0450,なぜ学校へ行きませんか。,為什麼不去學校？
n5_0451,どうして遅れましたか。,為什麼遲到了？
n5_0452,日本語の勉強はどうですか。,日文學習怎麼樣？
n5_0453,このケーキはいくらですか。,這個蛋糕多少錢？
n5_0454,この店が一番好きです。,最喜歡這家店。
n5_0455,来年、兄は結婚します。,哥哥明年結婚。
n5_0456,夫は元気です。,丈夫很有精神。
n5_0457,妻と話します。,和妻子說話。
n5_0458,主人に会います。,和丈夫、主人見面。
n5_0459,奥さんは元気です。,太太很有精神。
n5_0460,両親と話します。,和父母說話。
n5_0461,兄弟に会います。,和兄弟姊妹見面。
n5_0462,叔父は元気です。,叔叔、伯父很有精神。
n5_0463,叔母と話します。,和阿姨、伯母說話。
n5_0464,お爺さんに会います。,和爺爺、老先生見面。
n5_0465,お婆さんは元気です。,奶奶、老婆婆很有精神。
n5_0466,孫と話します。,和孫子說話。
n5_0467,お客さんに会います。,和客人見面。
n5_0468,方は元気です。,人、位很有精神。
n5_0469,医者と話します。,和醫生說話。
n5_0470,看護師に会います。,和護理師見面。
n5_0471,警官は元気です。,警察很有精神。
n5_0472,店員と話します。,和店員說話。
n5_0473,銀行員に会います。,和銀行員見面。
n5_0474,会社員は元気です。,公司職員很有精神。
n5_0475,教師と話します。,和教師說話。
n5_0476,運転手に会います。,和司機見面。
n5_0477,毎朝、仕事に行きます。,每天早上去工作。
n5_0478,週末にアルバイトします。,週末打工。
n5_0479,ホテルで友達を待ちます。,在飯店等朋友。
n5_0480,デパートへ行きます。,去百貨公司。
n5_0481,スーパーは駅の近くです。,超市在車站附近。
n5_0482,アパートで友達を待ちます。,在公寓等朋友。
n5_0483,マンションへ行きます。,去大樓公寓。
n5_0484,喫茶店は駅の近くです。,咖啡店在車站附近。
n5_0485,本屋で友達を待ちます。,在書店等朋友。
n5_0486,パン屋へ行きます。,去麵包店。
n5_0487,花屋は駅の近くです。,花店在車站附近。
n5_0488,映画館で友達を待ちます。,在電影院等朋友。
n5_0489,美術館へ行きます。,去美術館。
n5_0490,博物館を見ます。,看博物館。
n5_0491,夏にプールで泳ぎます。,夏天在游泳池游泳。
n5_0492,トイレは一階です。,廁所在一樓。
n5_0493,エレベーターで上へ行きます。,搭電梯上去。
n5_0494,階段を上ります。,爬樓梯。
n5_0495,廊下を歩きます。,走在走廊上。
n5_0496,玄関で靴を脱ぎます。,在玄關脫鞋。
n5_0497,押し入れに布団を入れます。,把棉被放進壁櫥。
n5_0498,ベッドで寝ます。,在床上睡覺。
n5_0499,テーブルの上に皿があります。,桌上有盤子。
n5_0500,棚に本を置きます。,把書放在架子上。
n5_0501,ラジオを聞きます。,聽收音機。
n5_0502,パソコンを使います。,使用電腦。
n5_0503,暑いのでエアコンをつけます。,因為很熱，所以開冷氣。
n5_0504,冬にストーブを使います。,冬天使用暖爐。
n5_0505,朝、カーテンを開けます。,早上打開窗簾。
n5_0506,電気をつけます。,開燈。
n5_0507,冷蔵庫に牛乳があります。,冰箱裡有牛奶。
n5_0508,洗濯機で服を洗います。,用洗衣機洗衣服。
n5_0509,上着は机の上です。,外套在桌上。
n5_0510,ズボンを使います。,使用褲子。
n5_0511,スカートを買います。,買裙子。
n5_0512,帽子は机の上です。,帽子在桌上。
n5_0513,眼鏡を使います。,使用眼鏡。
n5_0514,ネクタイを買います。,買領帶。
n5_0515,靴下は机の上です。,襪子在桌上。
n5_0516,セーターを使います。,使用毛衣。
n5_0517,コートを買います。,買大衣。
n5_0518,ワイシャツは机の上です。,襯衫在桌上。
n5_0519,お弁当を食べます。,吃便當。
n5_0520,味噌汁を飲みます。,喝味噌湯。
n5_0521,料理に醤油をかけます。,在料理上淋醬油。
n5_0522,紅茶を飲みます。,喝紅茶。
n5_0523,水に氷を入れます。,把冰塊放進水裡。
n5_0524,お菓子が好きです。,喜歡點心。
n5_0525,梨を食べます。,吃梨子。
n5_0526,桃を買います。,買桃子。
n5_0527,苺が好きです。,喜歡草莓。
n5_0528,ぶどうを食べます。,吃葡萄。
n5_0529,じゃが芋を料理に使います。,把馬鈴薯用在料理裡。
n5_0530,人参を切ります。,切胡蘿蔔。
n5_0531,ねぎをうどんに入れます。,把蔥放進烏龍麵。
n5_0532,豆を食べます。,吃豆子。
n5_0533,米を買います。,買米。
n5_0534,焼肉を食べます。,吃燒肉。
n5_0535,ラーメンを買います。,買拉麵。
n5_0536,サンドイッチが好きです。,喜歡三明治。
n5_0537,ハンバーガーを食べます。,吃漢堡。
n5_0538,アイスクリームを買います。,買冰淇淋。
n5_0539,チョコレートが好きです。,喜歡巧克力。
n5_0540,お酒を飲みます。,喝酒。
n5_0541,病気で学校を休みます。,因為生病向學校請假。
