reading,writing,declaredNormalizedReading,zh,script,source_page,source_column,source_entry_no,source_writing
ひたい,額,ひたい,前額、額頭、物體突出部分,kanji,163,left,11,額
ほお,類,ほお,頰、臉蛋,kanji,163,left,13,類
まつげ,まつ毛,まつげ,睫毛,kanji,163,left,14,まつ毛
まぶた,瞼,まぶた,眼皮,kanji,163,left,15,瞼
みかける,見掛ける,みかける,看到、看出、看見、開始看,kanji,163,right,07,見掛ける
あしくぴ,足首,あしくぴ,腳踝,kanji,163,right,02,足首
おやゆび,親指,おやゆび,的拇指品,kanji,164,left,05,親指
かかと,踵,かかと,倪腳後跟、區,kanji,164,left,06,踵
つめ,爪,つめ,指甲,kanji,164,left,00,爪
くすりゆび,薬指,くすりゆび,無名指,kanji,164,left,08,薬指
こゆび,小指,こゆび,小指豆,kanji,164,left,09,小指
だく,抱く,だく,抱、用卵、心懷、懷抱,kanji,164,left,,抱く
たたく,叩く,たたく,敲、叩、打、詢問徵求、拍鼓掌、生、擊、駁斥、花完、用光,kanji,164,right,,叩く
つなぐ,繋ぐ,つなぐ,挫結、繫、連起、接上、延續、維,kanji,164,right,,繋ぐ
つまさき,爪先,つまさき,腳指甲尖端,kanji,164,right,,爪先
てくびが,手首,てくびが,手腕,kanji,165,left,17,手首
てのこう,手の甲,てのこう,手背,kanji,165,left,18,手の甲
てのひら,手の平・掌,てのひら,手掌,kanji,165,left,19,手の平・掌
なかゆび,中指,なかゆび,中指、第三根手指,kanji,165,left,21,中指
なぐる,殴る,なぐる,毆打、揍、草草了事、亜人殴,kanji,165,right,22,殴る
ならす,鳴らす,ならす,到鳴、啼、叫、出名、嘮叨、放、響屁,kanji,165,right,23,鳴らす
にぎる,握る,にぎる,握、抓、握飯團或壽司、掌握、抓、住、抓棋子,kanji,165,right,24,握る
ぬらす,濡らす,ぬらす,浸濕、淋濕、沾濕,kanji,165,right,26,濡らす
はら,腹,はら,肝子、心思内心活動、心情、情緒、心胸、度量、胎內、母體內,kanji,166,left,30,腹
ばらばら,ばらばら,ばらばら,零散、凌亂,hiragana,166,left,31,ばらばら
ひざ,膝,ひざ,膝蓋,kanji,166,left,32,膝
ひじ,肘,ひじ,肘手肘,kanji,166,left,03,肘
ひとさしゆが,人差し指,ひとさしゆが,食指,kanji,166,right,,人差し指
まげる,曲げる,まげる,二彎、曲、歪、傾斜、扭曲、和歪曲、鶯、放棄、典當、偷、竊,kanji,166,right,,曲げる
いっしょう,一生,いっしょう,一生、終生,kanji,167,left,01,一生
いのち,命,いのち,生命、命、壽命,kanji,167,left,02,命
うむ,産む,うむ,生、產生,kanji,167,left,03,産む
せいねんがっぴ,生年月日,せいねんがっぴ,出生年月日生日,kanji,167,left,05,生年月日
たんじょう,誕生,たんじょう,各自誕生、出生、成立、創立、創,kanji,167,left,06,誕生
おい,老い,おい,老人,kanji,167,right,01,老い
こうれい,高齢,こうれい,高齡,kanji,167,right,02,高齢
しご,死後,しご,死後、死去之後,kanji,167,right,08,死後
せいぜん,生前,せいぜん,生前、生存時,kanji,167,right,08,生前
けんこう,健康,けんこう,健康的健全的,kanji,168,left,94,健康
たいじゅう,体重,たいじゅう,體重,kanji,168,right,,体重
のびる,伸びる,のびる,變長、伸長、曳、擴展、到達、擴,kanji,168,right,,伸びる
はみがき,歯磨き,はみがき,兩牙、牙膏、牙膏粉、牙刷,kanji,168,right,,歯磨き
はやす,生やす,はやす,使生長、留,kanji,169,left,12,生やす
かゆい,痒い,かゆい,癢的,kanji,169,left,02,痒い
ぐっすり,ぐっすり,ぐっすり,熟睡、釀睡,hiragana,169,left,04,ぐっすり
しゃっくり,しゃっくり,しゃっくり,打嗝,hiragana,169,right,08,しゃっくり
たいりょく,体力,たいりょく,體力,kanji,169,right,09,体力
つかれ,疲れ,つかれ,疲勞、疲之、疲倦,kanji,169,right,11,疲れ
どきどき,どきどき,どきどき,携通携導地跳、二上八下,hiragana,169,right,12,どきどき
ぬける,抜ける,ぬける,脫落、掉落、四漏、脫、離、離開、消失、散掉、湄走、壩脫,kanji,170,left,13,抜ける
よわまる,弱まる,よわまる,變弱、衰弱,kanji,170,left,17,弱まる
いためる,傷める・痛める,いためる,疼痛、損傷、使、痛苦、人,kanji,170,left,01,傷める・痛める
ウイルス,ウイルス,ういるす,病毒、濾過性病毒,katakana,170,right,,virus
しゅじゅつ,手術,しゅじゅつ,手術、開刀治療,kanji,170,right,,手術
しょうじょう,症状,しょうじょう,症狀,kanji,170,right,,症状
じょうたい,状態,じょうたい,狀態、情況,kanji,170,right,,状態
ダウン,ダウン,だうん,坊下、倒下、向下、落下、下隆、腿、出局、擊倒,katakana,170,right,,down
ちりょう,治療,ちりょう,治療、臣療、賢治,kanji,171,left,09,治療
ぼう,防,ぼう,防備、防止、堤防,kanji,171,left,11,防
ほうたい,包帯,ほうたい,繃帶,kanji,171,left,12,包帯
くさい,臭い,くさい,臭的,kanji,171,right,01,臭い
けつえき,血液,けつえき,血液、血,kanji,171,right,oz,血液
なみだ,涙,なみだ,眼淚,kanji,171,right,05,涙
ふくむ,含む,ふくむ,帯有、包含、解、知道、含蓄、懷、鼓起,kanji,171,right,06,含む
あらわす,現す,あらわす,現顯現、顯吉,kanji,172,left,91,現す
しょうじょ,少女,しょうじょ,入少女、小姑娘,kanji,172,left,02,少女
しょうねん,少年,しょうねん,少年、年少男孩,kanji,172,left,03,少年
せいじん,成人,せいじん,成年人、成長、成人,kanji,172,left,,成人
ちゅうこうねん,中高年,ちゅうこうねん,中年和老年、中老年,kanji,172,right,,中高年
ちゅうねん,中年,ちゅうねん,中年、中年時期,kanji,172,right,,中年
としうえ,年上,としうえ,年長、年紀較大,kanji,172,right,,年上
としより,年寄り,としより,老人、重臣、家老、村長、管家、退休的力士、顧問,kanji,172,right,,年寄り
ミス,ミス,みす,小姐、姑娘,katakana,172,right,,Miss
めうえ,目上,めうえ,長輩、上司,kanji,173,left,11,目上
ろうじん,老人,ろうじん,老人、老年人,kanji,173,left,12,老人
アマチュア,アマチュア,あまちゅあ,業餘愛好者、外行,katakana,173,left,01,amateur
いもうとさん,妹さん,いもうとさん,妹妹令妹,kanji,173,left,02,妹さん
おまごさん,お孫さん,おまごさん,孫子、孫女的敬稱,kanji,173,left,03,お孫さん
グループ,グループ,ぐるうぷ,集團、夥伴、組、幫、群,katakana,173,right,08,group
こいびと,恋人,こいびと,情人、意中人,kanji,173,right,oe,恋人
こうれいしゃ,高齢者,こうれいしゃ,高齢者年高者,kanji,173,right,08,高齢者
しじん,詩人,しじん,詩人、寫詩的人,kanji,173,right,10,詩人
しょくにん,職人,しょくにん,工匠,kanji,174,left,05,職人
しりあい,知り合い,しりあい,熟人朋友,kanji,174,left,16,知り合い
スター,スター,すたあ,明星、主角、星狀物、星,katakana,174,right,,star
だん,団,だん,團、圓團、團體,kanji,174,right,,団
だんたい,団体,だんたい,團體、集體,kanji,174,right,,団体
ちょう,長,ちょう,長、首領、長輩、長處,kanji,174,right,,長
どくしん,独身,どくしん,單身,kanji,174,right,,独身
ベテラン,ベテラン,べてらん,老手、內行,katakana,175,left,23,veteran
ボランティア,ボランティア,ぼらんてぃあ,志工、義工,katakana,175,left,24,volunteer
やぬし,家主,やぬし,房東、房主、戶主,kanji,175,left,27,家主
ゆうじん,友人,ゆうじん,友人、朋友,kanji,175,left,28,友人
リーダー,リーダー,りいだあ,領袖、指導者、隊長,katakana,175,right,31,leader
イメージ,イメージ,いめえじ,影像、形象、印象,katakana,175,right,01,image
おしゃれ,お洒落,おしゃれ,打扮漂亮、受漂亮的人,kanji,175,right,02,お洒落
かっこういい,格好いい,かっこういい,帥氣、好看,kanji,175,right,08,格好いい
けしょう,化粧,けしょう,古葉化妝、打扮修飾、裝飾、裝潢,kanji,176,left,94,化粧
そっくり,そっくり,そっくり,模一様、極其相似、全部、完、原封不動,hiragana,176,left,05,そっくり
はで,派手,はで,華麗、花俏,kanji,176,left,07,派手
びじん,美人,びじん,美人、漂亮的人,kanji,176,left,08,美人
あわてる,慌てる,あわてる,富敬借、急急忙忙、匆忙、不穩定、回民工寬逃衝名,kanji,176,left,00,慌てる
いじわる,意地悪,いじわる,使壞、刁難、作弄,kanji,176,right,,意地悪
いたずら,悪戯,いたずら,淘氣、惡作劇、玩笑、消遣,kanji,176,right,,悪戯
いらいら,昔々,いらいら,畫、他情緒急忠、不安、焦切、急蝶、連絡,kanji,176,right,,昔々
おとなしい,大人しい,おとなしい,老實、溫順、樸素、雅至,kanji,176,right,,大人しい
きちんと,きちんと,きちんと,整齊、乾乾淨淨、恰好、洽當、如期、準時、好好地、牢牢地,hiragana,177,left,09,きちんと
けち,けち,けち,吝舊、小氣、卑賤、簡隱、心胸狹窄、不值錢,hiragana,177,left,11,けち
しょうきょくてき,消極的,しょうきょくてき,消極的、不積極,kanji,177,left,12,消極的
ばか,馬鹿,ばか,愚蠢、糊塗區,kanji,178,left,24,馬鹿
やるき,やる気,やるき,幹勁、想做的念豆物,kanji,178,right,,やる気
カップル,カップル,かっぷる,信一對、一對男女、一對情人、一、夫婦,katakana,179,left,04,couple
コミュニケーションシ,コミュニケーションシ,こみゅにけえしょんし,估交流溝通,katakana,179,right,07,コミュニケーションシ
したしい,親しい,したしい,近、親近、親密、不稀奇,kanji,179,right,08,親しい
すれちがう,探れ違う,すれちがう,交錯、錯過去、不一致、不吻合、互相分歧、錯車,kanji,179,right,09,探れ違う
ちかづける,近付ける,ちかづける,使..接近、使靠近,kanji,179,right,12,近付ける
デート,デート,でえと,呈、邊日期、年月日、約會、幽會,katakana,180,left,15,date
であう,出会う,であう,遇見、碰見,kanji,180,left,16,出会う
パートナー,パートナー,ぱあとなあ,伙伴、合作者、合夥人,katakana,180,left,18,partner
はなしあう,話し合う,はなしあう,吧對話、談話、商量、協商、談判,kanji,180,left,03,話し合う
みおくり,見送り,みおくり,送行、靜觀、觀學、放著好導,kanji,180,right,,見送り
いったい,一体,いったい,一體、同心合力、一種體裁、根本、本來、大臻上、到底、究竟,kanji,181,left,01,一体
ちょうじょ,長女,ちょうじょ,長女大女見,kanji,181,left,05,長女
ふうふ,夫婦,ふうふ,夫婦、夫表,kanji,181,right,07,夫婦
みょうじ,名字・苗字,みょうじ,姓、姓氏,kanji,181,right,09,名字・苗字
めい,姪,めい,姪女、外甥女,kanji,181,right,10,姪
もち,持ち,もち,蝦負擔、持有、持久性,kanji,181,right,11,持ち
ゆらす,揺らす,ゆらす,搖擺搖動,kanji,182,left,12,揺らす
りこん,離婚,りこん,離婚、解除婚姻,kanji,182,right,03,離婚
せいぶつ,生物,せいぶつ,生物、有生命的東西,kanji,183,left,04,生物
さくら,桜,さくら,櫻花、櫻花樹、淡紅色,kanji,184,left,01,桜
はえる,生える,はえる,生長、長出,kanji,184,left,03,生える
ひようほん,標本,ひようほん,標本、様本、典型,kanji,184,left,04,標本
フルーツ,フルーツ,ふるうつ,水果物,katakana,184,right,,fruits
かががくはんのう,化学反応,かががくはんのう,僵化學反應,kanji,185,left,01,化学反応
ダイヤモンド,ダイヤモンド,だいやもんど,鑽石,katakana,185,left,93,diamond
リサイクル,リサイクル,りさいくる,回收、再利用,katakana,185,right,06,recycle
エネルギー,エネルギー,えねるぎい,能源、精力,katakana,185,right,01,(独)energie
けむり,煙,けむり,煙、煙霧,kanji,185,right,03,煙
もやす,燃やす,もやす,燃焼起來、激起,kanji,186,left,05,燃やす
ウール,ウール,ううる,羊毛、毛線、毛織品所,katakana,186,left,02,wool
きれる,切れる,きれる,斷掉、用完,kanji,186,left,03,切れる
コットン,コットン,こっとん,棉、棉花,katakana,186,left,04,cotton
シルク,シルク,しるく,絲、絲綱、生絲,katakana,186,right,,silk
てっこう,鉄鋼,てっこう,鋼鐵,kanji,186,right,,鉄鋼
ビニール,ビニール,びにいる,乙烯基、乙烯基樹脂、塑膠,katakana,186,right,,vinyI
プラスチック,プラスチック,ぷらすちっく,塑膠,katakana,186,right,,plastic
ポリエステル,ポリエステル,ぽりえすてる,聚乙稀、人工纖維,katakana,186,right,,polyethylene
いじょうきしょう,異常気象,いじょうきしょう,気候異常,kanji,187,left,02,異常気象
いんりょく,引力,いんりょく,物體互相吸引的力量,kanji,187,left,03,引力
おんど,温度,おんど,温度、熱度,kanji,187,left,04,温度
くれ,暮れ,くれ,日暮傍晩、季末、年末,kanji,187,left,05,暮れ
しっけ,湿気,しっけ,濕氣,kanji,187,right,oe,湿気
しつど,湿度,しつど,濕度,kanji,187,right,07,湿度
ちきゅう,地球,ちきゅう,地球、我們居住的星球,kanji,187,right,09,地球
つゆ,梅雨,つゆ,梅雨、梅雨季,kanji,187,right,10,梅雨
ふかまる,深まる,ふかまる,加深、變深,kanji,188,left,12,深まる
まっくら,真っ暗,まっくら,黯淡,kanji,188,left,13,真っ暗
まぶしい,敗しい,まぶしい,耀眼、刺眼的華麗礁目的、鮮諸的,kanji,188,left,14,敗しい
むしあつい,蒸し暑い,むしあつい,悶熱的,kanji,188,left,15,蒸し暑い
うまる,埋まる,うまる,被埋上、填滿、堵住、彌補、補齊,kanji,188,left,01,埋まる
すいてき,水滴,すいてき,水滴、硯水壺,kanji,188,right,,水滴
ちらす,散らす,ちらす,把...分散開、騙散、吹散、濡,kanji,188,right,,散らす
ちる,散る,ちる,凋謝散漫落離散、分散、遍佈,kanji,188,right,,散る
つもる,積もる,つもる,積堆積、累積、佑計、計算,kanji,188,right,,積もる
つよまる,強まる,つよまる,強起來、加強、增強,kanji,189,left,09,強まる
とく,溶く,とく,溶解、化開、溶入,kanji,189,left,10,溶く
とける,溶ける,とける,溶解、融化,kanji,189,left,11,溶ける
ながす,流す,ながす,使流動、沖走、使漂走、流、放逐、使流產、傳播、洗掉,kanji,189,left,12,流す
ながれる,流れる,ながれる,中〒流動漂流、飄動、傳布、流禾、流浪、傾向、流產、作罷、偏,kanji,189,left,13,流れる
やぶれる,破れる,やぶれる,破損損傷、破壊破裂被打破、失敗,kanji,189,right,20,破れる
あな,穴,あな,洞、孔、缺點,kanji,190,left,01,穴
こきょう,故郷,こきょう,故鄉,kanji,190,left,05,故郷
しぜん,自然,しぜん,副自然、天然、大自然自然界,kanji,190,right,,自然
じばん,地盤,じばん,地基、地麵、地盤勢力範園,kanji,190,right,,地盤
わん,湾,わん,灣、海灣,kanji,190,right,,湾
ちほう,地方,ちほう,地方、地區,kanji,191,left,04,地方
どこか,どこか,どこか,售春哪裡是、豈止、非但,hiragana,191,left,05,どこか
はたけ,畑,はたけ,田地早田、専業的領域,kanji,191,left,06,畑
かこむ,囲む,かこむ,圍上、包圍、圍攻,kanji,191,right,02,囲む
せけん,世間,せけん,世間、社會,kanji,192,left,01,世間
ちか,地下,ちか,地下、陰間、地下,kanji,192,left,02,地下
ちく,地区,ちく,地區、地區苦家殘,kanji,192,right,03,地区
ちゅうしん,中心,ちゅうしん,中心、當中、中心、重點、焦點、心地、中心人物,kanji,192,right,,中心
とうよう,東洋,とうよう,東洋、亞洲東方,kanji,192,right,,東洋
ところどころ,所々,ところどころ,處處、各處、到處都是,kanji,192,right,,所々
はんい,範囲,はんい,範圍界線,kanji,193,left,20,範囲
ひろまる,広まる,ひろまる,擴大、傳播、遍及,kanji,193,left,21,広まる
ひろめる,広める,ひろめる,擴大、增廣、普有及、推廣、披洲,kanji,193,left,22,広める
よのなか,世の中,よのなか,社會、世間,kanji,193,right,27,世の中
かしょ,箇所,かしょ,地方、處所,kanji,193,right,oz,箇所
くだる,下る,くだる,下降、下去、下達,kanji,194,left,00,下る
しょうめん,正面,しょうめん,正麵、對麵、直接、麵對麵,kanji,194,left,05,正面
しるし,印,しるし,記號、符號、象徴、標記、微章、表示、紀念、商標,kanji,194,left,00,印
とじょう,途上,とじょう,路上、中塗,kanji,194,right,,途上
ななめ,斜め,ななめ,斜、傾斜、不一般、不同往常,kanji,194,right,,斜め
ふたて,二手,ふたて,各兩路,kanji,195,left,16,二手
むかい,向かい,むかい,正對麵,kanji,195,left,17,向かい
むき,向き,むき,方向、適合,kanji,195,left,18,向き
もくてきち,目的地,もくてきち,目的地、要到達的地方,kanji,195,right,21,目的地
りょうがわ,両側,りょうがわ,兩側,kanji,195,right,24,両側
かん,館,かん,館、建築物,kanji,196,left,01,館
くやくしょ,区役所,くやくしょ,東京都特別區與政令指定都市所屬、區公所,kanji,196,left,02,区役所
けいさつしょ,警察署,けいさつしょ,今警察點,kanji,196,left,03,警察署
