id,reading,writing,normalizedReading,playReading,zh,level,script
n2_0198,はげます,励ます,はげます,はげます,鼓勵、激勵,N2,kanji
n2_0199,はっき,発揮,はっき,はっき,發揮,N2,kanji
n2_0200,はっそう,発想,はっそう,はっそう,構想、想法,N2,kanji
n2_0201,はぶく,省く,はぶく,はぶく,省略、刪去,N2,kanji
n2_0202,はんけつ,判決,はんけつ,はんけつ,判決,N2,kanji
n2_0203,はんのう,反応,はんのう,はんのう,反應、回應,N2,kanji
n2_0204,ひきだす,引き出す,ひきだす,ひきだす,拉出；引出、激發,N2,kanji
n2_0205,ひとしい,等しい,ひとしい,ひとしい,相等、等同,N2,kanji
n2_0206,ひとまず,ひとまず,ひとまず,ひとまず,暫且、先,N2,hiragana
n2_0207,ひびく,響く,ひびく,ひびく,響；影響到,N2,kanji
n2_0208,ふさわしい,相応しい,ふさわしい,ふさわしい,合適、相稱,N2,kanji
n2_0209,ふせい,不正,ふせい,ふせい,不正、違法,N2,kanji
n2_0210,ふっきゅう,復旧,ふっきゅう,ふっきゅう,復原、恢復,N2,kanji
n2_0211,ぶつかる,ぶつかる,ぶつかる,ぶつかる,撞上；遇到、碰上,N2,hiragana
n2_0212,へんかん,変換,へんかん,へんかん,轉換、變換,N2,kanji
n2_0213,ほこる,誇る,ほこる,ほこる,自豪、誇耀,N2,kanji
n2_0214,みおくる,見送る,みおくる,みおくる,送行；暫緩、觀望,N2,kanji
n2_0215,みだし,見出し,みだし,みだし,標題、標頭,N2,kanji
n2_0216,みなおす,見直す,みなおす,みなおす,重新檢視、重新評估,N2,kanji
n2_0217,むじゅん,矛盾,むじゅん,むじゅん,矛盾,N2,kanji
n2_0218,めんきょ,免許,めんきょ,めんきょ,執照、許可證,N2,kanji
n2_0219,もえる,燃える,もえる,もえる,燃燒；熱情高漲,N2,kanji
n2_0220,もちいる,用いる,もちいる,もちいる,使用、採用,N2,kanji
n2_0221,やっかい,厄介,やっかい,やっかい,麻煩、棘手,N2,kanji
n2_0222,ゆいいつ,唯一,ゆいいつ,ゆいいつ,唯一,N2,kanji
n2_0223,ゆうしょう,優勝,ゆうしょう,ゆうしょう,優勝、冠軍,N2,kanji
n2_0224,ゆずる,譲る,ゆずる,ゆずる,讓給；讓步,N2,kanji
n2_0225,よそみ,よそ見,よそみ,よそみ,看旁邊、分心,N2,kanji
n2_0226,よりかかる,寄り掛かる,よりかかる,よりかかる,倚靠、依靠,N2,kanji
n2_0227,らっか,落下,らっか,らっか,掉落、落下,N2,kanji
n2_0228,りせい,理性,りせい,りせい,理性,N2,kanji
n2_0229,りょうきん,料金,りょうきん,りょうきん,費用、料金,N2,kanji
n2_0230,れんきゅう,連休,れんきゅう,れんきゅう,連假、連續假期,N2,kanji
n2_0231,ろくおん,録音,ろくおん,ろくおん,錄音,N2,kanji
n2_0232,わりびき,割引,わりびき,わりびき,折扣、優惠,N2,kanji
n2_0233,ざつおん,雑音,ざつおん,ざつおん,雜音、噪音,N2,kanji
n2_0234,じゅわき,受話器,じゅわき,じゅわき,聽筒,N2,kanji
n2_0235,ちょくつう,直通,ちょくつう,ちょくつう,直達、直通,N2,kanji
n2_0236,つうしん,通信,つうしん,つうしん,通訊、通信,N2,kanji
n2_0237,つつみ,包み,つつみ,つつみ,包裹、包裝物,N2,kanji
n2_0238,でんちゅう,電柱,でんちゅう,でんちゅう,電線桿,N2,kanji
n2_0239,でんば,電波,でんば,でんば,電波、訊號,N2,kanji
n2_0240,といあわせ,問い合わせ,といあわせ,といあわせ,詢問、查詢,N2,kanji
n2_0241,ないせん,内線,ないせん,ないせん,內線、分機,N2,kanji
n2_0242,ねんがじょう,年賀状,ねんがじょう,ねんがじょう,賀年卡、年賀卡,N2,kanji
n2_0243,はなしちゅう,話し中,はなしちゅう,はなしちゅう,通話中、電話中,N2,kanji
n2_0244,おしらせ,お知らせ,おしらせ,おしらせ,通知、告知,N2,kanji
n2_0245,ごらん,ご覧,ごらん,ごらん,看、觀賞；請看,N2,kanji
n2_0246,ばしゅう,募集,ばしゅう,ばしゅう,招募、募集,N2,kanji
n2_0247,ポスター,ポスター,ぽすたあ,ポスター,海報、宣傳紙,N2,katakana
n2_0248,かいせっ,解説,かいせっ,かいせっ,解說、說明,N2,kanji
n2_0249,さつえい,撮影,さつえい,さつえい,攝影、拍攝,N2,kanji
n2_0250,スピーチ,スピーチ,すぴいち,スピーチ,演說、致詞,N2,katakana
n2_0251,そうぞうしい,騒々しい,そうぞうしい,そうぞうしい,吵鬧、喧囂,N2,kanji
n2_0252,ろんそう,論争,ろんそう,ろんそう,爭論、論戰,N2,kanji
n2_0253,およぎ,泳ぎ,およぎ,およぎ,游泳,N2,kanji
n2_0254,からて,空手,からて,からて,空手道,N2,kanji
n2_0255,かんとく,監督,かんとく,かんとく,監督、教練,N2,kanji
n2_0256,こうせき,功績,こうせき,こうせき,功績、貢獻,N2,kanji
n2_0257,スケート,スケート,すけえと,スケート,溜冰；冰刀鞋,N2,katakana
n2_0258,すもう,相撲,すもう,すもう,相撲,N2,kanji
n2_0259,もぐる,潜る,もぐる,もぐる,潛入、鑽進；躲藏,N2,kanji
n2_0260,ランニング,ランニング,らんにんぐ,ランニング,跑步、慢跑,N2,katakana
n2_0261,アウト,アウト,あうと,アウト,出局、出界；不合格,N2,katakana
n2_0262,おどりでる,躍り出る,おどりでる,おどりでる,躍出、突然成為領先,N2,kanji
n2_0263,かいし,開始,かいし,かいし,開始,N2,kanji
n2_0264,きょうぎ,競技,きょうぎ,きょうぎ,競技、比賽項目,N2,kanji
n2_0265,けいば,競馬,けいば,けいば,賽馬,N2,kanji
n2_0266,さいちゅう,最中,さいちゅう,さいちゅう,正在進行中、正當時候,N2,kanji
n2_0267,じゃくてん,弱点,じゃくてん,じゃくてん,弱點、缺點,N2,kanji
n2_0268,しゅうりょう,終了,しゅうりょう,しゅうりょう,結束、完成,N2,kanji
n2_0269,しょうはい,騰敗,しょうはい,しょうはい,勝敗、輸贏,N2,kanji
n2_0270,スタンド,スタンド,すたんど,スタンド,看台；檯架；檯燈,N2,katakana
n2_0271,ぜんりょく,全力,ぜんりょく,ぜんりょく,全力,N2,kanji
n2_0272,たいかい,大会,たいかい,たいかい,大會、比賽；大型會議,N2,kanji
n2_0273,チャンス,チャンス,ちゃんす,チャンス,機會、良機,N2,katakana
n2_0274,にゅゆうじょう,入場,にゅゆうじょう,にゅゆうじょう,入場、進場,N2,kanji
n2_0275,にゅうじょうけん,入場券,にゅうじょうけん,にゅうじょうけん,入場券、門票,N2,kanji
n2_0276,ねらう,狙う,ねらう,ねらう,瞄準、鎖定目標,N2,kanji
n2_0277,ひきわけ,引き分け,ひきわけ,ひきわけ,平手、平局,N2,kanji
n2_0278,へいかい,閉会,へいかい,へいかい,閉會、閉幕,N2,kanji
n2_0279,メンバー,メンバー,めんばあ,メンバー,成員、隊員,N2,katakana
n2_0280,かいさん,解散,かいさん,かいさん,解散、散會,N2,kanji
n2_0281,グラウンド,グラウンド,ぐらうんど,グラウンド,操場、球場,N2,katakana
n2_0282,ゴール,ゴール,ごおる,ゴール,終點；球門；得分,N2,katakana
n2_0283,ころがす,転がす,ころがす,ころがす,滾動、轉動；推倒,N2,kanji
n2_0284,サイン,サイン,さいん,サイン,簽名；信號、暗號,N2,katakana
n2_0285,にげきる,逃げ切る,にげきる,にげきる,一路逃到底、成功逃脫,N2,kanji
n2_0286,のうぅ,能,のうぅ,のうぅ,能樂；能力,N2,kanji
n2_0287,マラソン,マラソン,まらそん,マラソン,馬拉松,N2,katakana
n2_0288,かいすいよく,海水浴,かいすいよく,かいすいよく,海水浴,N2,kanji
n2_0289,かんしょう,鑑賞,かんしょう,かんしょう,鑑賞、欣賞,N2,kanji
n2_0290,キャンプ,キャンプ,きゃんぷ,キャンプ,露營；營地,N2,katakana
n2_0291,ごらく,娯楽,ごらく,ごらく,娛樂、休閒活動,N2,kanji
n2_0292,とざん,登山,とざん,とざん,登山,N2,kanji
n2_0293,ぼうけん,冒険,ぼうけん,ぼうけん,冒險、冒風險,N2,kanji
n2_0294,めぐる,巡る,めぐる,めぐる,巡迴、繞行；圍繞,N2,kanji
n2_0295,レクリエーション,レクリエーション,れくりええしょん,レクリエーション,休閒活動、康樂活動,N2,katakana
n2_0296,レジャー,レジャー,れじゃあ,レジャー,休閒、閒暇活動,N2,katakana
n2_0297,うらなう,占う,うらなう,うらなう,占卜、預測,N2,kanji
n2_0298,じゃんけん,じゃん湖,じゃんけん,じゃんけん,猜拳,N2,kanji
n2_0299,しょうぎ,将棋,しょうぎ,しょうぎ,將棋、日本象棋,N2,kanji
n2_0300,てじな,手品,てじな,てじな,魔術、戲法,N2,kanji
n2_0301,どうわ,童話,どうわ,どうわ,童話,N2,kanji
n2_0302,なでぞなぞ,謎々,なでぞなぞ,なでぞなぞ,謎語、猜謎,N2,kanji
n2_0303,えがく,描く,えがく,えがく,描繪、畫；想像,N2,kanji
n2_0304,えのぐ,絵の具,えのぐ,えのぐ,顏料,N2,kanji
n2_0305,かいが,絵画,かいが,かいが,繪畫、畫作,N2,kanji
n2_0306,きざむ,刻む,きざむ,きざむ,切碎；雕刻；銘記,N2,kanji
n2_0307,げいのう,芸能,げいのう,げいのう,表演藝術、演藝,N2,kanji
n2_0308,しゃせい,写生,しゃせい,しゃせい,寫生、速寫,N2,kanji
n2_0309,しゅうじ,習字,しゅうじ,しゅうじ,習字、書寫練習,N2,kanji
n2_0310,しょどう,書道,しょどう,しょどう,書法,N2,kanji
n2_0311,そうさく,創作,そうさく,そうさく,創作,N2,kanji
n2_0312,そしつ,素質,そしつ,そしつ,天分、素質,N2,kanji
n2_0313,ちかよる,近寄る,ちかよる,ちかよる,靠近、走近,N2,kanji
n2_0314,ちょうこく,彫刻,ちょうこく,ちょうこく,雕刻；雕刻作品,N2,kanji
n2_0315,はいく,俳句,はいく,はいく,俳句,N2,kanji
n2_0316,ぶんげい,文芸,ぶんげい,ぶんげい,文藝、文學藝術,N2,kanji
n2_0317,オーケストラ,オーケストラ,おおけすとら,オーケストラ,管弦樂團,N2,katakana
n2_0318,オルガン,オルガン,おるがん,オルガン,風琴、管風琴,N2,katakana
n2_0319,がっしょう,合唱,がっしょう,がっしょう,合唱,N2,kanji
n2_0320,コーラス,コーラス,こおらす,コーラス,合唱、合唱團,N2,katakana
n2_0321,こてん,古典,こてん,こてん,古典、經典作品,N2,kanji
n2_0322,コンクール,コンクール,こんくうる,コンクール,競賽、比賽,N2,katakana
n2_0323,さっきょく,作曲,さっきょく,さっきょく,作曲、譜曲,N2,kanji
n2_0324,たいこ,太鼓,たいこ,たいこ,太鼓、鼓,N2,kanji
n2_0325,テンボ,テンボ,てんぼ,テンボ,節奏、速度,N2,katakana
n2_0326,どうよう,童謡,どうよう,どうよう,童謠,N2,kanji
n2_0327,ひびき,響き,ひびき,ひびき,聲響、迴響；影響,N2,kanji
n2_0328,みんよう,民謡,みんよう,みんよう,民謠,N2,kanji
n2_0329,リズム,リズム,りずむ,リズム,節奏、韻律,N2,katakana
n2_0330,あらすじ,粗筋,あらすじ,あらすじ,劇情概要、梗概,N2,kanji
n2_0331,かいかい,開会,かいかい,かいかい,開會、開幕,N2,kanji
n2_0332,きゃくせき,客席,きゃくせき,きゃくせき,觀眾席、客席,N2,kanji
n2_0333,けいこ,稽古,けいこ,けいこ,練習、排練,N2,kanji
n2_0334,げき,劇,げき,げき,戲劇、劇,N2,kanji
n2_0335,けっさく,傑作,けっさく,けっさく,傑作、佳作,N2,kanji
n2_0336,しゅやく,主役,しゅやく,しゅやく,主角、主要角色,N2,kanji
n2_0337,ステージ,ステージ,すてえじ,ステージ,舞台；階段、等級,N2,katakana
n2_0338,プログラム,プログラム,ぷろぐらむ,プログラム,節目表；程式,N2,katakana
n2_0339,めいさく,名作,めいさく,めいさく,名作、傑出作品,N2,kanji
n2_0340,ものがたり,物語,ものがたり,ものがたり,故事、物語,N2,kanji
n2_0341,ぐうすう,偶数,ぐうすう,ぐうすう,偶數,N2,kanji
n2_0342,きわめる,極める,きわめる,きわめる,鑽研到極致；達到極限,N2,kanji
n2_0343,しょうしか,少子化,しょうしか,しょうしか,少子化,N2,kanji
n2_0344,たいはん,大半,たいはん,たいはん,大半、多半,N2,kanji
n2_0345,たっする,達する,たっする,たっする,達到、抵達,N2,kanji
n2_0346,たんすう,単数,たんすう,たんすう,單數,N2,kanji
n2_0347,なかば,半ば,なかば,なかば,一半、中途；半途,N2,kanji
n2_0348,なんびゃく,何百,なんびゃく,なんびゃく,好幾百、幾百,N2,kanji
