id,reading,writing,normalizedReading,playReading,zh,level,script
n3_0112,えんき,延期,えんき,えんき,延期,N3,kanji
n3_0113,えんげき,演劇,えんげき,えんげき,戲劇,N3,kanji
n3_0114,えんじょ,援助,えんじょ,えんじょ,援助,N3,kanji
n3_0115,えんぜつ,演説,えんぜつ,えんぜつ,演說,N3,kanji
n3_0116,おいこす,追い越す,おいこす,おいこす,超越、超車,N3,kanji
n3_0117,おいつく,追いつく,おいつく,おいつく,追上,N3,kanji
n3_0118,おうじる,応じる,おうじる,おうじる,回應、答應、配合,N3,kanji
n3_0119,おうたい,応対,おうたい,おうたい,接待、應對,N3,kanji
n3_0120,おえる,終える,おえる,おえる,結束、完成,N3,kanji
n3_0121,おおう,覆う,おおう,おおう,覆蓋,N3,kanji
n3_0122,おおざっぱ,大雑把,おおざっぱ,おおざっぱ,粗略、大而化之,N3,kanji
n3_0123,おおやけ,公,おおやけ,おおやけ,公開、公共,N3,kanji
n3_0124,おぎなう,補う,おぎなう,おぎなう,補足、彌補,N3,kanji
n3_0125,おこなう,行う,おこなう,おこなう,舉行、實行,N3,kanji
n3_0126,おさえる,押さえる,おさえる,おさえる,按住、掌握、控制,N3,kanji
n3_0127,おじぎ,お辞儀,おじぎ,おじぎ,鞠躬,N3,kanji
n3_0128,おちつく,落ち着く,おちつく,おちつく,冷靜、安定,N3,kanji
n3_0129,おとずれる,訪れる,おとずれる,おとずれる,拜訪、到來,N3,kanji
n3_0130,おのおの,各々,おのおの,おのおの,各自,N3,kanji
n3_0131,おびえる,怯える,おびえる,おびえる,害怕,N3,kanji
n3_0132,およそ,およそ,およそ,およそ,大約、大致,N3,hiragana
n3_0133,およぼす,及ぼす,およぼす,およぼす,造成、帶來影響,N3,kanji
n3_0134,おろす,下ろす,おろす,おろす,放下、卸下、提領,N3,kanji
n3_0135,かいかく,改革,かいかく,かいかく,改革,N3,kanji
n3_0136,かいすう,回数,かいすう,かいすう,次數,N3,kanji
n3_0137,かいせつ,解説,かいせつ,かいせつ,解說、講解,N3,kanji
n3_0138,かいとう,回答,かいとう,かいとう,回答、回覆,N3,kanji
n3_0139,かいふく,回復,かいふく,かいふく,恢復,N3,kanji
n3_0140,かいほう,解放,かいほう,かいほう,解放、釋放,N3,kanji
n3_0141,かかえる,抱える,かかえる,かかえる,抱著、背負、承擔,N3,kanji
n3_0142,かかわる,関わる,かかわる,かかわる,相關、牽涉,N3,kanji
n3_0143,かぎり,限り,かぎり,かぎり,限度、只要、盡可能,N3,kanji
n3_0144,かくじつ,確実,かくじつ,かくじつ,確實,N3,kanji
n3_0145,かくち,各地,かくち,かくち,各地,N3,kanji
n3_0146,かくど,角度,かくど,かくど,角度,N3,kanji
n3_0147,かくにんする,確認する,かくにんする,かくにんする,確認,N3,kanji
n3_0148,かくりつ,確率,かくりつ,かくりつ,機率,N3,kanji
n3_0149,かこ,過去,かこ,かこ,過去,N3,kanji
n3_0150,かさねる,重ねる,かさねる,かさねる,重疊、反覆、累積,N3,kanji
n3_0151,かじつ,果実,かじつ,かじつ,果實,N3,kanji
n3_0152,かせぐ,稼ぐ,かせぐ,かせぐ,賺、爭取,N3,kanji
n3_0153,かたよる,偏る,かたよる,かたよる,偏向、不均衡,N3,kanji
n3_0154,かっき,活気,かっき,かっき,活力、朝氣,N3,kanji
n3_0155,かつやく,活躍,かつやく,かつやく,活躍,N3,kanji
n3_0156,かてい,過程,かてい,かてい,過程,N3,kanji
n3_0157,かなえる,叶える,かなえる,かなえる,實現、達成,N3,kanji
n3_0158,かのう,可能,かのう,かのう,可能,N3,kanji
n3_0159,かぶ,株,かぶ,かぶ,股票、股份,N3,kanji
n3_0160,かへい,貨幣,かへい,かへい,貨幣,N3,kanji
n3_0161,かみくず,紙くず,かみくず,かみくず,紙屑,N3,kanji
n3_0162,からっぽ,空っぽ,からっぽ,からっぽ,空無一物,N3,kanji
n3_0163,かり,仮,かり,かり,暫時、臨時、假定,N3,kanji
n3_0164,かんかく,感覚,かんかく,かんかく,感覺,N3,kanji
n3_0165,かんきゃく,観客,かんきゃく,かんきゃく,觀眾,N3,kanji
n3_0166,かんこうきゃく,観光客,かんこうきゃく,かんこうきゃく,觀光客,N3,kanji
n3_0167,かんさつ,観察,かんさつ,かんさつ,觀察,N3,kanji
n3_0168,かんしん,関心,かんしん,かんしん,關心、興趣,N3,kanji
n3_0169,かんせいする,完成する,かんせいする,かんせいする,完成,N3,kanji
n3_0170,かんそう,感想,かんそう,かんそう,感想、心得,N3,kanji
n3_0171,かんりょう,完了,かんりょう,かんりょう,完成、完畢,N3,kanji
n3_0172,がいかん,外観,がいかん,がいかん,外觀,N3,kanji
n3_0173,がいぶ,外部,がいぶ,がいぶ,外部,N3,kanji
n3_0174,がくしゃ,学者,がくしゃ,がくしゃ,學者,N3,kanji
n3_0175,がくりょく,学力,がくりょく,がくりょく,學力,N3,kanji
n3_0176,きおく,記憶,きおく,きおく,記憶,N3,kanji
n3_0177,きかん,期間,きかん,きかん,期間,N3,kanji
n3_0178,きき,危機,きき,きき,危機,N3,kanji
n3_0179,きげん,期限,きげん,きげん,期限,N3,kanji
n3_0180,きこう,気候,きこう,きこう,氣候,N3,kanji
n3_0181,きじ,記事,きじ,きじ,報導、文章,N3,kanji
n3_0182,きず,傷,きず,きず,傷口、瑕疵,N3,kanji
n3_0183,きたいする,期待する,きたいする,きたいする,期待,N3,kanji
n3_0184,きちょう,貴重,きちょう,きちょう,貴重,N3,kanji
n3_0185,きっかけ,切っ掛け,きっかけ,きっかけ,契機,N3,kanji
n3_0186,きのどく,気の毒,きのどく,きのどく,可憐、遺憾、過意不去,N3,kanji
n3_0187,きぼう,希望,きぼう,きぼう,希望,N3,kanji
n3_0188,きほん,基本,きほん,きほん,基本,N3,kanji
n3_0189,きまり,決まり,きまり,きまり,規定、慣例、決定,N3,kanji
n3_0190,きゅうしゅう,吸収,きゅうしゅう,きゅうしゅう,吸收,N3,kanji
n3_0191,きゅうそく,急速,きゅうそく,きゅうそく,快速、急速,N3,kanji
n3_0192,きょうか,強化,きょうか,きょうか,強化,N3,kanji
n3_0193,きょうつう,共通,きょうつう,きょうつう,共通,N3,kanji
n3_0194,きょうふ,恐怖,きょうふ,きょうふ,恐懼,N3,kanji
n3_0195,きょうりょくする,協力する,きょうりょくする,きょうりょくする,合作,N3,kanji
n3_0196,きょか,許可,きょか,きょか,許可、允許,N3,kanji
n3_0197,きょくたん,極端,きょくたん,きょくたん,極端,N3,kanji
n3_0198,きらく,気楽,きらく,きらく,輕鬆自在,N3,kanji
n3_0199,きろく,記録,きろく,きろく,紀錄、記錄,N3,kanji
n3_0200,きんちょう,緊張,きんちょう,きんちょう,緊張,N3,kanji
n3_0201,ぎじゅつしゃ,技術者,ぎじゅつしゃ,ぎじゅつしゃ,技術人員、工程技術者,N3,kanji
n3_0202,ぐたい,具体,ぐたい,ぐたい,具體、具體內容,N3,kanji
n3_0203,ぐたいてき,具体的,ぐたいてき,ぐたいてき,具體、明確,N3,kanji
n3_0204,くうきょ,空虚,くうきょ,くうきょ,空虛、空洞,N3,kanji
n3_0205,くふう,工夫,くふう,くふう,下功夫、想辦法,N3,kanji
n3_0206,くべつ,区別,くべつ,くべつ,區別,N3,kanji
n3_0207,くやしい,悔しい,くやしい,くやしい,懊悔、不甘心,N3,kanji
n3_0208,くわえる,加える,くわえる,くわえる,加上、加入,N3,kanji
n3_0209,くわしい,詳しい,くわしい,くわしい,詳細、熟悉、精通,N3,kanji
n3_0210,けいえい,経営,けいえい,けいえい,經營,N3,kanji
n3_0211,けいけんする,経験する,けいけんする,けいけんする,經歷、體驗,N3,kanji
n3_0212,けいぞく,継続,けいぞく,けいぞく,持續、延續,N3,kanji
n3_0213,けってい,決定,けってい,けってい,決定,N3,kanji
n3_0214,けつろん,結論,けつろん,けつろん,結論,N3,kanji
n3_0215,けんさ,検査,けんさ,けんさ,檢查,N3,kanji
n3_0216,けんせつ,建設,けんせつ,けんせつ,建設,N3,kanji
n3_0217,げんかい,限界,げんかい,げんかい,極限、界限,N3,kanji
n3_0218,げんざい,現在,げんざい,げんざい,現在,N3,kanji
n3_0219,げんじつ,現実,げんじつ,げんじつ,現實,N3,kanji
n3_0220,げんしょう,現象,げんしょう,げんしょう,現象,N3,kanji
n3_0221,こえる,超える,こえる,こえる,超過,N3,kanji
n3_0222,こうい,行為,こうい,こうい,行為,N3,kanji
n3_0223,こうかん,交換,こうかん,こうかん,交換,N3,kanji
n3_0224,こうきょう,公共,こうきょう,こうきょう,公共,N3,kanji
n3_0225,こうこく,広告,こうこく,こうこく,廣告,N3,kanji
n3_0226,こうして,こうして,こうして,こうして,就這樣、這樣做,N3,hiragana
n3_0227,こうど,高度,こうど,こうど,高度、高水準,N3,kanji
n3_0228,こうにゅう,購入,こうにゅう,こうにゅう,購買、買入,N3,kanji
n3_0229,こうへい,公平,こうへい,こうへい,公平,N3,kanji
n3_0230,こうほ,候補,こうほ,こうほ,候選人、候補,N3,kanji
n3_0231,こくせき,国籍,こくせき,こくせき,國籍,N3,kanji
n3_0232,こころみる,試みる,こころみる,こころみる,嘗試,N3,kanji
n3_0233,こじん,個人,こじん,こじん,個人,N3,kanji
n3_0234,ことなる,異なる,ことなる,ことなる,不同,N3,kanji
n3_0235,ことわる,断る,ことわる,ことわる,拒絕,N3,kanji
n3_0236,こぼれる,こぼれる,こぼれる,こぼれる,灑出、溢出,N3,hiragana
n3_0237,こんざつ,混雑,こんざつ,こんざつ,擁擠、混亂,N3,kanji
n3_0238,こんなん,困難,こんなん,こんなん,困難,N3,kanji
n3_0239,さいさん,再三,さいさん,さいさん,再三、多次,N3,kanji
n3_0240,さいのう,才能,さいのう,さいのう,才能,N3,kanji
n3_0241,さいばん,裁判,さいばん,さいばん,審理、訴訟,N3,kanji
n3_0242,さかい,境,さかい,さかい,邊界、分界,N3,kanji
n3_0243,さくひん,作品,さくひん,さくひん,作品,N3,kanji
n3_0244,さっか,作家,さっか,さっか,作家,N3,kanji
n3_0245,さっそく,早速,さっそく,さっそく,立刻、馬上,N3,kanji
n3_0246,さべつ,差別,さべつ,さべつ,歧視、差別待遇,N3,kanji
n3_0247,さまたげる,妨げる,さまたげる,さまたげる,妨礙,N3,kanji
n3_0248,さらに,さらに,さらに,さらに,更加、再加上,N3,hiragana
n3_0249,さんこう,参考,さんこう,さんこう,參考,N3,kanji
n3_0250,さんせい,賛成,さんせい,さんせい,贊成,N3,kanji
n3_0251,ざいりょう,材料,ざいりょう,ざいりょう,材料,N3,kanji
n3_0252,しあげる,仕上げる,しあげる,しあげる,完成、做最後處理,N3,kanji
n3_0253,しかく,資格,しかく,しかく,資格,N3,kanji
n3_0254,しげき,刺激,しげき,しげき,刺激,N3,kanji
n3_0255,しじ,指示,しじ,しじ,指示,N3,kanji
n3_0256,したがう,従う,したがう,したがう,遵從、跟隨,N3,kanji
n3_0257,したがって,従って,したがって,したがって,因此、所以,N3,kanji
n3_0258,しっこう,執行,しっこう,しっこう,執行,N3,kanji
n3_0259,しつ,質,しつ,しつ,品質、性質,N3,kanji
n3_0260,しどう,指導,しどう,しどう,指導,N3,kanji
n3_0261,しばしば,しばしば,しばしば,しばしば,屢次、常常,N3,hiragana
n3_0262,しはらい,支払い,しはらい,しはらい,付款、支付,N3,kanji
n3_0263,しぼう,死亡,しぼう,しぼう,死亡,N3,kanji
n3_0264,しめす,示す,しめす,しめす,表示、指出、顯示,N3,kanji
n3_0265,しゃっきん,借金,しゃっきん,しゃっきん,借錢、欠債,N3,kanji
n3_0266,しゅうかく,収穫,しゅうかく,しゅうかく,收穫,N3,kanji
n3_0267,しゅうかんし,週刊誌,しゅうかんし,しゅうかんし,週刊雜誌,N3,kanji
n3_0268,しゅうちゅう,集中,しゅうちゅう,しゅうちゅう,集中,N3,kanji
n3_0269,しゅうにゅう,収入,しゅうにゅう,しゅうにゅう,收入,N3,kanji
n3_0270,しゅうり,修理,しゅうり,しゅうり,修理,N3,kanji
n3_0271,しゅだん,手段,しゅだん,しゅだん,手段、方法,N3,kanji
n3_0272,しゅちょう,主張,しゅちょう,しゅちょう,主張,N3,kanji
n3_0273,しゅっしん,出身,しゅっしん,しゅっしん,出身,N3,kanji
n3_0274,しゅっぱん,出版,しゅっぱん,しゅっぱん,出版,N3,kanji
n3_0275,しょうがい,障害,しょうがい,しょうがい,障礙,N3,kanji
n3_0276,しょうこ,証拠,しょうこ,しょうこ,證據,N3,kanji
n3_0277,しょうさい,詳細,しょうさい,しょうさい,詳細、細節,N3,kanji
n3_0278,しょうじる,生じる,しょうじる,しょうじる,產生、發生,N3,kanji
n3_0279,しょうひ,消費,しょうひ,しょうひ,消費,N3,kanji
n3_0280,しょく,職,しょく,しょく,職業、職位,N3,kanji
n3_0281,しょくば,職場,しょくば,しょくば,職場,N3,kanji
n3_0282,しょくぶつ,植物,しょくぶつ,しょくぶつ,植物,N3,kanji
n3_0283,しょり,処理,しょり,しょり,處理,N3,kanji
n3_0284,しんか,進化,しんか,しんか,進化,N3,kanji
n3_0285,しんけん,真剣,しんけん,しんけん,認真、嚴肅,N3,kanji
n3_0286,しんじる,信じる,しんじる,しんじる,相信,N3,kanji
n3_0287,しんせい,申請,しんせい,しんせい,申請,N3,kanji
n3_0288,しんだん,診断,しんだん,しんだん,診斷,N3,kanji
n3_0289,しんちょう,身長,しんちょう,しんちょう,身高,N3,kanji
n3_0290,しんぽ,進歩,しんぽ,しんぽ,進步,N3,kanji
n3_0291,じかく,自覚,じかく,じかく,自覺、意識到,N3,kanji
n3_0292,じぎょう,事業,じぎょう,じぎょう,事業、業務,N3,kanji
n3_0293,じこく,時刻,じこく,じこく,時刻、時間,N3,kanji
n3_0294,じじつ,事実,じじつ,じじつ,事實,N3,kanji
n3_0295,じぜん,事前,じぜん,じぜん,事前,N3,kanji
n3_0296,じっさい,実際,じっさい,じっさい,實際,N3,kanji
n3_0297,じつりょく,実力,じつりょく,じつりょく,實力,N3,kanji
n3_0298,じどうしゃ,自動車,じどうしゃ,じどうしゃ,汽車,N3,kanji
n3_0299,じまん,自慢,じまん,じまん,自豪、炫耀、拿手之處,N3,kanji
n3_0300,じゅんちょう,順調,じゅんちょう,じゅんちょう,順利,N3,kanji
n3_0301,じょうしき,常識,じょうしき,じょうしき,常識,N3,kanji
n3_0302,じょうたつ,上達,じょうたつ,じょうたつ,進步、變熟練,N3,kanji
n3_0303,じょうほう,情報,じょうほう,じょうほう,資訊,N3,kanji
n3_0304,じょじょに,徐々に,じょじょに,じょじょに,漸漸、逐漸,N3,kanji
n3_0305,すいせん,推薦,すいせん,すいせん,推薦,N3,kanji
n3_0306,すいみん,睡眠,すいみん,すいみん,睡眠,N3,kanji
n3_0307,すぐれる,優れる,すぐれる,すぐれる,優秀、出色、優於,N3,kanji
n3_0308,すこしも,少しも,すこしも,すこしも,一點也不,N3,kanji
n3_0309,すじ,筋,すじ,すじ,筋肉、線條、道理,N3,kanji
n3_0310,すでに,既に,すでに,すでに,已經,N3,kanji
n3_0311,すなわち,すなわち,すなわち,すなわち,也就是說,N3,hiragana
n3_0312,すばやい,素早い,すばやい,すばやい,快速、敏捷,N3,kanji
n3_0313,すべて,全て,すべて,すべて,全部、一切,N3,kanji
n3_0314,せいか,成果,せいか,せいか,成果,N3,kanji
n3_0315,せいきゅう,請求,せいきゅう,せいきゅう,要求、請款,N3,kanji
n3_0316,せいしき,正式,せいしき,せいしき,正式,N3,kanji
n3_0317,せいしん,精神,せいしん,せいしん,精神、心態,N3,kanji
n3_0318,せいぞう,製造,せいぞう,せいぞう,製造,N3,kanji
n3_0319,せいちょう,成長,せいちょう,せいちょう,成長,N3,kanji
n3_0320,せいねん,青年,せいねん,せいねん,青年,N3,kanji
n3_0321,せっけい,設計,せっけい,せっけい,設計,N3,kanji
n3_0322,せつ,説,せつ,せつ,說法、學說,N3,kanji
n3_0323,せつやく,節約,せつやく,せつやく,節省、節約,N3,kanji
n3_0324,せろん,世論,せろん,せろん,輿論,N3,kanji
n3_0325,せんきょ,選挙,せんきょ,せんきょ,選舉,N3,kanji
n3_0326,せんしゅ,選手,せんしゅ,せんしゅ,選手,N3,kanji
n3_0327,ぜんしゃ,前者,ぜんしゃ,ぜんしゃ,前者,N3,kanji
n3_0328,ぜんしん,前進,ぜんしん,ぜんしん,前進,N3,kanji
n3_0329,そうい,相違,そうい,そうい,差異,N3,kanji
n3_0330,そうさ,操作,そうさ,そうさ,操作,N3,kanji
n3_0331,そうしき,葬式,そうしき,そうしき,葬禮,N3,kanji
n3_0332,そうぞうする,想像する,そうぞうする,そうぞうする,想像,N3,kanji
n3_0333,そうとう,相当,そうとう,そうとう,相當、頗為,N3,kanji
n3_0334,そうべつ,送別,そうべつ,そうべつ,送別、送行,N3,kanji
n3_0335,そなえる,備える,そなえる,そなえる,準備、具備、防備,N3,kanji
n3_0336,そんけい,尊敬,そんけい,そんけい,尊敬,N3,kanji
n3_0337,ぞうか,増加,ぞうか,ぞうか,增加,N3,kanji
n3_0338,たいけん,体験,たいけん,たいけん,體驗、親身經歷,N3,kanji
n3_0339,たいりつ,対立,たいりつ,たいりつ,對立,N3,kanji
n3_0340,たがい,互い,たがい,たがい,彼此,N3,kanji
n3_0341,たっぷり,たっぷり,たっぷり,たっぷり,充分、滿滿地,N3,hiragana
n3_0342,たとえ,たとえ,たとえ,たとえ,即使,N3,hiragana
n3_0343,ためす,試す,ためす,ためす,試、嘗試,N3,kanji
n3_0344,たんい,単位,たんい,たんい,單位、學分,N3,kanji
n3_0345,たんご,単語,たんご,たんご,單字,N3,kanji
n3_0346,たんじゅん,単純,たんじゅん,たんじゅん,單純,N3,kanji
n3_0347,たんに,単に,たんに,たんに,只是、僅僅,N3,kanji
n3_0348,だいひょう,代表,だいひょう,だいひょう,代表,N3,kanji
n3_0349,だいぶぶん,大部分,だいぶぶん,だいぶぶん,大部分,N3,kanji
n3_0350,だんかい,段階,だんかい,だんかい,階段、步驟,N3,kanji
n3_0351,ちい,地位,ちい,ちい,地位,N3,kanji
n3_0352,ちしき,知識,ちしき,ちしき,知識,N3,kanji
n3_0353,ちじん,知人,ちじん,ちじん,熟識的人、認識的人,N3,kanji
n3_0354,ちゅうこ,中古,ちゅうこ,ちゅうこ,中古,N3,kanji
n3_0356,ちょうき,長期,ちょうき,ちょうき,長期,N3,kanji
n3_0357,ちょうし,調子,ちょうし,ちょうし,狀況、節奏、語氣,N3,kanji
n3_0358,ちょうせつ,調節,ちょうせつ,ちょうせつ,調節,N3,kanji
n3_0359,ちょくせつ,直接,ちょくせつ,ちょくせつ,直接,N3,kanji
n3_0360,ついか,追加,ついか,ついか,追加,N3,kanji
n3_0361,ついに,遂に,ついに,ついに,終於,N3,kanji
n3_0362,つうか,通過,つうか,つうか,通過,N3,kanji
n3_0363,つうじる,通じる,つうじる,つうじる,相通、聽得懂、理解,N3,kanji
n3_0364,つうち,通知,つうち,つうち,通知,N3,kanji
n3_0365,つうやく,通訳,つうやく,つうやく,口譯,N3,kanji
n3_0366,つねに,常に,つねに,つねに,總是、經常,N3,kanji
n3_0367,つぶれる,潰れる,つぶれる,つぶれる,壓壞、倒閉、泡湯,N3,kanji
n3_0368,つらい,辛い,つらい,つらい,痛苦、艱辛,N3,kanji
n3_0369,ていき,定期,ていき,ていき,定期,N3,kanji
n3_0370,ていし,停止,ていし,ていし,停止,N3,kanji
n3_0371,てきおう,適応,てきおう,てきおう,適應,N3,kanji
n3_0372,てつや,徹夜,てつや,てつや,熬夜,N3,kanji
n3_0373,てんけい,典型,てんけい,てんけい,典型,N3,kanji
n3_0374,てんこう,天候,てんこう,てんこう,天氣、天候,N3,kanji
n3_0375,てんすう,点数,てんすう,てんすう,分數,N3,kanji
n3_0376,であい,出会い,であい,であい,相遇,N3,kanji
n3_0377,でんし,電子,でんし,でんし,電子,N3,kanji
n3_0378,とういつ,統一,とういつ,とういつ,統一,N3,kanji
n3_0379,とうちゃく,到着,とうちゃく,とうちゃく,抵達,N3,kanji
n3_0380,とうひょう,投票,とうひょう,とうひょう,投票,N3,kanji
n3_0381,とおりすぎる,通り過ぎる,とおりすぎる,とおりすぎる,經過、走過、錯過,N3,kanji
n3_0382,とかす,溶かす,とかす,とかす,溶解、融化,N3,kanji
