id,reading,writing,normalizedReading,playReading,zh,level,script
n3_egg_0073,そろう,そろう,そろう,そろう,"整齊,一致;齊備;(人)到齊",N3,hiragana
n3_egg_0074,このまえ,この前,このまえ,このまえ,"最近,之前;上次",N3,kanji
n3_egg_0075,かんしん,感心,かんしん,かんしん,"欽佩,佩服",N3,kanji
n3_egg_0076,おりる,下りる,おりる,おりる,下來;(許可等)批下來,N3,kanji
n3_egg_0077,いくらでも,いくらでも,いくらでも,いくらでも,很多;不論多少,N3,hiragana
n3_egg_0078,おかげ,おかげ,おかげ,おかげ,"恩惠,托......的福;由於......的緣故",N3,hiragana
n3_egg_0079,たすけ,助け,たすけ,たすけ,"幫助,救助",N3,kanji
n3_egg_0080,すうじつ,数日,すうじつ,すうじつ,"(二、三天到五、六天之間)幾天,數日",N3,kanji
n3_egg_0081,なさけない,情けない,なさけない,なさけない,可鄙的;可悲的,N3,kanji
n3_egg_0082,せい,性,せい,せい,......性;性別;性質,N3,kanji
n3_egg_0083,そのうえ,そのうえ,そのうえ,そのうえ,"而且,並且",N3,hiragana
n3_egg_0084,つぎつぎ,次々,つぎつぎ,つぎつぎ,"連續不斷,相繼",N3,kanji
n3_egg_0085,めざめる,目覚める,めざめる,めざめる,醒來;覺醒;醒悟,N3,kanji
n3_egg_0086,なか,仲,なか,なか,"關係,交情",N3,kanji
n3_egg_0087,あちこち,あちこち,あちこち,あちこち,"這邊那邊,到處",N3,hiragana
n3_egg_0088,かえる,返る,かえる,かえる,返還;恢復;(對方)回應,N3,kanji
n3_egg_0089,だんじょ,男女,だんじょ,だんじょ,男女,N3,kanji
n3_egg_0090,じっか,実家,じっか,じっか,"(出生地的)老家,父母家",N3,kanji
n3_egg_0091,いわ,岩,いわ,いわ,岩石,N3,kanji
n3_egg_0092,にんずう,人数,にんずう,にんずう,人數,N3,kanji
n3_egg_0093,うみだす,生み出す,うみだす,うみだす,"(產)生出;(生)生產出,創造",N3,kanji
n3_egg_0094,やく,約,やく,やく,約定;簡要;大約,N3,kanji
n3_egg_0095,じぶんじしん,自分自身,じぶんじしん,じぶんじしん,自己,N3,kanji
n3_egg_0096,み,実,み,み,果實;內容,N3,kanji
n3_egg_0097,おおごえ,大声,おおごえ,おおごえ,大聲,N3,kanji
n3_egg_0098,のぼる,上る,のぼる,のぼる,上升;上溯;高達;被提出,N3,kanji
n3_egg_0099,どのよう,どのよう,どのよう,どのよう,怎樣的,N3,hiragana
n3_egg_0100,とける,解ける,とける,とける,鬆了;(情緒等)紓解;解開,N3,kanji
n3_egg_0101,ふく,拭く,ふく,ふく,"擦,抹",N3,kanji
n3_egg_0102,むきあう,向き合う,むきあう,むきあう,面對面,N3,kanji
n3_egg_0103,ね,根,ね,ね,根;起源;性質,N3,kanji
n3_egg_0104,よう,酔う,よう,よう,醉;暈(車、船等);陶醉,N3,kanji
n3_egg_0105,これら,これら,これら,これら,這些,N3,hiragana
n3_egg_0106,しだいに,次第に,しだいに,しだいに,"漸漸,緩緩地",N3,kanji
n3_egg_0107,かわいそう,かわいそう,かわいそう,かわいそう,可憐的,N3,hiragana
n3_egg_0108,はるか,はるか,はるか,はるか,(時間或距離)相隔很遠;(程度)相差很大,N3,hiragana
n3_egg_0109,いまごろ,今頃,いまごろ,いまごろ,"現在,這個時候;現在才",N3,kanji
n3_egg_0110,ひょうめん,表面,ひょうめん,ひょうめん,表面;外表,N3,kanji
n3_egg_0111,かてい,家庭,かてい,かてい,家庭,N3,kanji
n3_egg_0112,ぜんかい,前回,ぜんかい,ぜんかい,"上次,上回",N3,kanji
n3_egg_0113,のる,載る,のる,のる,放在......上;登載,N3,kanji
n3_egg_0114,うっかり,うっかり,うっかり,うっかり,"不留神,無意中",N3,hiragana
n3_egg_0115,キロ,キロ,きろ,キロ,千,N3,katakana
n3_egg_0116,いざ,いざ,いざ,いざ,"來吧,走吧;一旦......",N3,hiragana
n3_egg_0117,すすめる,勧める,すすめる,すすめる,勸告;勸誘,N3,kanji
n3_egg_0118,かわ,皮,かわ,かわ,"皮,表皮",N3,kanji
n3_egg_0119,おやこ,親子,おやこ,おやこ,父母和子女;具有主從關係的兩件事物,N3,kanji
n3_egg_0120,おそわる,教わる,おそわる,おそわる,"向......學習,受教",N3,kanji
n3_egg_0121,みにつける,身につける,みにつける,みにつける,穿在身上;學習並掌握(知識、習慣及技能等),N3,kanji
n3_egg_0122,なかには,中には,なかには,なかには,在眾多之中有一些,N3,kanji
n3_egg_0123,つくり,作り,つくり,つくり,(用......)做的,N3,kanji
n3_egg_0124,のせる,載せる,のせる,のせる,放上;刊載,N3,kanji
n3_egg_0125,わかれる,分かれる,わかれる,わかれる,"分為,劃分,分歧",N3,kanji
n3_egg_0126,さまざま,さまざま,さまざま,さまざま,"各式各樣,形形色色",N3,hiragana
n3_egg_0127,ぜんこく,全国,ぜんこく,ぜんこく,全國,N3,kanji
n3_egg_0128,なかでも,中でも,なかでも,なかでも,"尤其,其中尤以......",N3,kanji
n3_egg_0129,すうねん,数年,すうねん,すうねん,"數年,幾年",N3,kanji
n3_egg_0130,あたし,あたし,あたし,あたし,(女性用語)我,N3,hiragana
n3_egg_0131,わたくし,私,わたくし,わたくし,"(用於正式場合)我;私,私事",N3,kanji
n3_egg_0132,ママ,ママ,まま,ママ,"(兒童用語)媽媽;女老闆,媽媽桑",N3,katakana
n3_egg_0133,なめる,なめる,なめる,なめる,"舔,品嚐;經歷;輕視;燒光",N3,hiragana
n3_egg_0134,みぢか,身近,みぢか,みぢか,切身;身邊,N3,kanji
n3_egg_0135,ポケット,ポケット,ぽけっと,ポケット,口袋,N3,katakana
n3_egg_0136,パパ,パパ,ぱぱ,パパ,(兒童用語)爸爸,N3,katakana
n3_egg_0137,あご,顎,あご,あご,"下巴,下顎",N3,kanji
n3_egg_0138,サイズ,サイズ,さいず,サイズ,"大小,尺寸",N3,katakana
n3_egg_0139,しつない,室内,しつない,しつない,室內,N3,kanji
n3_egg_0140,かける,駆ける,かける,かける,"快跑,飛奔",N3,kanji
n3_egg_0141,こうほう,後方,こうほう,こうほう,後方,N3,kanji
n3_egg_0142,こごえ,小声,こごえ,こごえ,"小聲,低聲",N3,kanji
n3_egg_0143,かむ,嚙む,かむ,かむ,"嚼,咬",N3,kanji
n3_egg_0144,かたほう,片方,かたほう,かたほう,兩個中的一個,N3,kanji
n3_egg_0145,まあまあ,まあまあ,まあまあ,まあまあ,"好了好了;過得去,勉強",N3,hiragana
n3_egg_0146,ぜんぽう,前方,ぜんぽう,ぜんぽう,"前面,前方",N3,kanji
n3_egg_0147,はり,針,はり,はり,針;刺;指針,N3,kanji
n3_egg_0148,よそうがい,予想外,よそうがい,よそうがい,出乎預料,N3,kanji
n3_egg_0149,なぜなら,なぜなら,なぜなら,なぜなら,"因為,原因是",N3,hiragana
n3_egg_0150,ぼう,棒,ぼう,ぼう,棒;直線,N3,kanji
n3_egg_0151,つき,付き,つき,つき,附著;燃燒;運氣,N3,kanji
n3_egg_0152,さいせい,再生,さいせい,さいせい,"起死回生;重新做人;回收,再生;(音訊、視訊)重新播放",N3,kanji
n3_egg_0153,ファン,ファン,ふぁん,ファン,風扇;粉絲,N3,katakana
n3_egg_0154,なおす,治す,なおす,なおす,醫治,N3,kanji
n3_egg_0155,このへん,この辺,このへん,このへん,這附近,N3,kanji
n3_egg_0156,おきあがる,起き上がる,おきあがる,おきあがる,"起來,站起來,爬起來",N3,kanji
n3_egg_0157,こぼす,こぼす,こぼす,こぼす,"灑,潑;抱怨",N3,hiragana
n3_egg_0158,そうこ,倉庫,そうこ,そうこ,倉庫,N3,kanji
n3_egg_0159,さく,策,さく,さく,"策劃,謀略",N3,kanji
n3_egg_0160,かぶる,かぶる,かぶる,かぶる,"戴,蓋;蒙受",N3,hiragana
n3_egg_0161,グラス,グラス,ぐらす,グラス,玻璃杯,N3,katakana
n3_egg_0162,はやめ,早め,はやめ,はやめ,"提前,早些",N3,kanji
n3_egg_0163,なく,鳴く,なく,なく,"(鳥、蟲、獸等)鳴叫,叫",N3,kanji
n3_egg_0164,えさ,餌,えさ,えさ,餌食;誘餌,N3,kanji
n3_egg_0165,じょうくう,上空,じょうくう,じょうくう,"上空,高空",N3,kanji
n3_egg_0166,つくりだす,作り出す,つくりだす,つくりだす,開始做;創造出;生產,N3,kanji
n3_egg_0167,かう,飼う,かう,かう,飼養,N3,kanji
n3_egg_0168,よごす,汚す,よごす,よごす,弄髒,N3,kanji
n3_egg_0169,さそい,誘い,さそい,さそい,邀請;引誘;勸誘,N3,kanji
n3_egg_0170,おくる,贈る,おくる,おくる,贈送,N3,kanji
n3_egg_0171,しめる,締める,しめる,しめる,"繫緊,勒緊;節約",N3,kanji
n3_egg_0172,ないしょ,内緒,ないしょ,ないしょ,秘密,N3,kanji
n3_egg_0173,いし,医師,いし,いし,醫生,N3,kanji
n3_egg_0174,あふれる,あふれる,あふれる,あふれる,溢位;很多,N3,hiragana
n3_egg_0175,つたう,伝う,つたう,つたう,"順,沿",N3,kanji
n3_egg_0176,たび,度,たび,たび,"次,回;每當",N3,kanji
n3_egg_0177,ようこそ,ようこそ,ようこそ,ようこそ,熱烈歡迎,N3,hiragana
n3_egg_0178,おおがた,大型,おおがた,おおがた,"大型,巨型",N3,kanji
n3_egg_0179,しんこう,進行,しんこう,しんこう,前進;進展;發展,N3,kanji
n3_egg_0180,おかえし,お返し,おかえし,おかえし,回禮;復仇;找回的錢,N3,kanji
n3_egg_0181,はなしあい,話し合い,はなしあい,はなしあい,"商量,協商",N3,kanji
n3_egg_0182,い,胃,い,い,胃,N3,kanji
n3_egg_0183,しりあう,知り合う,しりあう,しりあう,"結識,認識",N3,kanji
n3_egg_0184,いいかえす,言い返す,いいかえす,いいかえす,"頂嘴,還口",N3,kanji
n3_egg_0185,じょう,場,じょう,じょう,......場,N3,kanji
n3_egg_0186,とりかこむ,取り囲む,とりかこむ,とりかこむ,"包圍,環繞",N3,kanji
n3_egg_0187,なにかと,何かと,なにかと,なにかと,"這個那個地,各方面",N3,kanji
n3_egg_0188,けんめい,懸命,けんめい,けんめい,竭盡全力,N3,kanji
n3_egg_0189,いじ,意地,いじ,いじ,"心術;固執,倔強;貪婪",N3,kanji
n3_egg_0190,ほうがく,方角,ほうがく,ほうがく,"方位,方向",N3,kanji
n3_egg_0191,とりこむ,取り込む,とりこむ,とりこむ,"拿進來;採用,採納",N3,kanji
n3_egg_0192,だん,段,だん,だん,臺階;段落;等級,N3,kanji
n3_egg_0193,あぶら,油,あぶら,あぶら,(液體)油,N3,kanji
n3_egg_0194,すばらしい,すばらしい,すばらしい,すばらしい,"出色的,優秀的",N3,hiragana
n3_egg_0195,じこ,自己,じこ,じこ,自己,N3,kanji
n3_egg_0196,まして,まして,まして,まして,"何況,況且",N3,hiragana
n3_egg_0197,たか,高,たか,たか,......數量;......金額;......升值,N3,kanji
n3_egg_0198,ふよう,不要,ふよう,ふよう,不需要;沒用,N3,kanji
n3_egg_0199,こおる,凍る,こおる,こおる,結冰,N3,kanji
n3_egg_0200,ひとばん,一晩,ひとばん,ひとばん,"一晚,一晚上",N3,kanji
n3_egg_0201,アイドル,アイドル,あいどる,アイドル,偶像,N3,katakana
n3_egg_0202,ふらふら,ふらふら,ふらふら,ふらふら,"(因無力而身體)晃悠,暈;游移不定;糊裡糊塗",N3,hiragana
n3_egg_0203,ねむり,眠り,ねむり,ねむり,"睡覺,睡眠",N3,kanji
n3_egg_0204,むかいあう,向かい合う,むかいあう,むかいあう,"相對,面對面",N3,kanji
n3_egg_0205,どうきゅうせい,同級生,どうきゅうせい,どうきゅうせい,"同班同學,同年級同學",N3,kanji
n3_egg_0206,まいかい,毎回,まいかい,まいかい,"每次,每回",N3,kanji
n3_egg_0207,または,または,または,または,"或,或者",N3,hiragana
n3_egg_0208,やりなおす,やり直す,やりなおす,やりなおす,"重做,再做",N3,kanji
n3_egg_0209,がっかり,がっかり,がっかり,がっかり,"失望,沮喪",N3,hiragana
n3_egg_0210,さい,再,さい,さい,"再......,重新......",N3,kanji
n3_egg_0211,さる,猿,さる,さる,"猴子,猿猴",N3,kanji
n3_egg_0212,たば,束,たば,たば,"束,捆,把",N3,kanji
n3_egg_0213,ご,語,ご,ご,"單字,詞語",N3,kanji
n3_egg_0214,ヒント,ヒント,ひんと,ヒント,"暗示,啟發",N3,katakana
n3_egg_0215,ふく,副,ふく,ふく,副......,N3,kanji
n3_egg_0216,いちだん,一段,いちだん,いちだん,"一級,一段,一層;(いちだんと)更加,格外",N3,kanji
n3_egg_0217,とぶ,跳ぶ,とぶ,とぶ,"跳,跳起,跳躍",N3,kanji
n3_egg_0218,とも,共,とも,とも,"一起,共同;一共;都",N3,kanji
n3_egg_0219,いま,居間,いま,いま,起居室,N3,kanji
n3_egg_0220,しん,芯,しん,しん,"芯;核心,中心",N3,kanji
n3_egg_0221,いふく,衣服,いふく,いふく,"衣服,衣裳",N3,kanji
n3_egg_0222,よくあさ,翌朝,よくあさ,よくあさ,"第二天早晨,次晨",N3,kanji
n3_egg_0223,もちかえる,持ち帰る,もちかえる,もちかえる,帶回(東西),N3,kanji
n3_egg_0224,さぼる,サボる,さぼる,さぼる,"偷懶;逃學,曠工",N3,kanji
n3_egg_0225,マーク,マーク,まあく,マーク,"記號,標誌;商標",N3,katakana
n3_egg_0226,エンジン,エンジン,えんじん,エンジン,"發動機,引擎",N3,katakana
n3_egg_0227,せい,正,せい,せい,正確;正式;正好;正數,N3,kanji
n3_egg_0228,あたり,当たり,あたり,あたり,"打中,命中;中(獎);頭緒",N3,kanji
n3_egg_0229,コース,コース,こおす,コース,路線;課程;套餐,N3,katakana
n3_egg_0230,はかる,測る,はかる,はかる,(長度、高度、面積等)測量,N3,kanji
n3_egg_0231,ようは,要は,ようは,ようは,"重要的是,總之",N3,kanji
n3_egg_0232,こがた,小型,こがた,こがた,小型,N3,kanji
n3_egg_0233,とう,島,とう,とう,......島,N3,kanji
n3_egg_0234,リスト,リスト,りすと,リスト,名單;一覽表,N3,katakana
n3_egg_0235,フランス,フランス,ふらんす,フランス,法國,N3,katakana
n3_egg_0236,ほえる,吠える,ほえる,ほえる,"叫,吼",N3,kanji
n3_egg_0237,ず,図,ず,ず,圖表;地圖,N3,kanji
n3_egg_0238,はら,原,はら,はら,平原;荒原,N3,kanji
n3_egg_0239,だらしない,だらしない,だらしない,だらしない,"散漫的,邋遢的;沒出息的",N3,hiragana
n3_egg_0240,みょうごにち,明後日,みょうごにち,みょうごにち,後天,N3,kanji
n3_egg_0241,よごれ,汚れ,よごれ,よごれ,"汙垢,髒汙",N3,kanji
n3_egg_0242,まちあわせ,待ち合わせ,まちあわせ,まちあわせ,"等待,會面",N3,kanji
n3_egg_0243,こうか,高価,こうか,こうか,"高價,大價錢的",N3,kanji
n3_egg_0244,かれる,枯れる,かれる,かれる,"凋零,枯萎",N3,kanji
n3_egg_0245,ぐち,愚痴,ぐち,ぐち,"抱怨,發牢騷",N3,kanji
n3_egg_0246,かく,搔く,かく,かく,搔;扒;出(汗),N3,kanji
n3_egg_0247,はじめ,始め,はじめ,はじめ,"開頭,開始",N3,kanji
n3_egg_0248,うまれかわる,生まれ変わる,うまれかわる,うまれかわる,"轉生;新生,脫胎換骨",N3,kanji
n3_egg_0249,うつる,写る,うつる,うつる,"映,照",N3,kanji
n3_egg_0250,うらがわ,裏側,うらがわ,うらがわ,"背面,反面",N3,kanji
n3_egg_0251,せいじょう,正常,せいじょう,せいじょう,正常,N3,kanji
n3_egg_0252,おめにかかる,お目にかかる,おめにかかる,おめにかかる,"見,見面,會見,拜會",N3,kanji
n3_egg_0253,ごじつ,後日,ごじつ,ごじつ,日後;事後,N3,kanji
n3_egg_0254,いきさき,行き先,いきさき,いきさき,"目的地,去的地方",N3,kanji
n3_egg_0255,あおぞら,青空,あおぞら,あおぞら,"藍天,青天",N3,kanji
n3_egg_0256,こす,越す,こす,こす,越過;翻過;超過,N3,kanji
n3_egg_0257,くさい,くさい,くさい,くさい,有......的味道;......似的,N3,hiragana
n3_egg_0258,けんきゅうじょ,研究所,けんきゅうじょ,けんきゅうじょ,研究所,N3,kanji
n3_egg_0259,さっし,察し,さっし,さっし,"體察,理解,體會",N3,kanji
n3_egg_0260,びんぼう,貧乏,びんぼう,びんぼう,貧窮,N3,kanji
n3_egg_0261,あるきまわる,歩き回る,あるきまわる,あるきまわる,"到處走動,徘徊",N3,kanji
n3_egg_0262,しる,汁,しる,しる,"汁液,漿;(味噌)湯",N3,kanji
n3_egg_0263,たつ,建つ,たつ,たつ,"建,蓋",N3,kanji
n3_egg_0264,スケジュール,スケジュール,すけじゅうる,スケジュール,日程(表),N3,katakana
n3_egg_0265,あける,明ける,あける,あける,天亮;(季節、時期等)結束,N3,kanji
n3_egg_0266,さいしん,最新,さいしん,さいしん,最新,N3,kanji
n3_egg_0267,ばんにん,万人,ばんにん,ばんにん,"萬人,大眾",N3,kanji
n3_egg_0268,たいてい,たいてい,たいてい,たいてい,"一般;大概,大致;(不)一般",N3,hiragana
n3_egg_0269,はしりまわる,走り回る,はしりまわる,はしりまわる,到處跑;(忙得)四處奔走,N3,kanji
n3_egg_0270,めでたい,めでたい,めでたい,めでたい,值得祝賀的;圓滿的,N3,hiragana
n3_egg_0271,ベスト,ベスト,べすと,ベスト,最好;全力,N3,katakana
n3_egg_0272,かん,巻,かん,かん,"(書)卷,書",N3,kanji
n3_egg_0273,とりつける,取り付ける,とりつける,とりつける,安裝;達成(協議),N3,kanji
n3_egg_0274,テーマ,テーマ,てえま,テーマ,主題;(論文等的)題目,N3,katakana
n3_egg_0275,せんもんか,専門家,せんもんか,せんもんか,專家,N3,kanji
n3_egg_0276,あくび,あくび,あくび,あくび,(打)哈欠,N3,hiragana
n3_egg_0277,ゆうひ,夕日,ゆうひ,ゆうひ,夕陽,N3,kanji
n3_egg_0278,ドイツ,ドイツ,どいつ,ドイツ,德國,N3,katakana
n3_egg_0279,ひさしい,久しい,ひさしい,ひさしい,"(相隔)好久,許久",N3,kanji
n3_egg_0280,なる,成る,なる,なる,完成;實現;能夠做到;由......構成,N3,kanji
n3_egg_0281,かく,角,かく,かく,方形;角度,N3,kanji
n3_egg_0282,はたち,二十歳,はたち,はたち,二十歲,N3,kanji
n3_egg_0283,くりかえし,繰り返し,くりかえし,くりかえし,"反覆,重複",N3,kanji
n3_egg_0284,ガス,ガス,がす,ガス,氣體;煤氣,N3,katakana
n3_egg_0285,ひとりひとり,一人一人,ひとりひとり,ひとりひとり,"每個人,各自",N3,kanji
n3_egg_0286,がっき,楽器,がっき,がっき,樂器,N3,kanji
n3_egg_0287,いっさくじつ,一昨日,いっさくじつ,いっさくじつ,前天,N3,kanji
n3_egg_0288,さらさら,さらさら,さらさら,さらさら,沙沙聲;流暢地;乾燥,N3,hiragana
n3_egg_0289,き,期,き,き,......時期,N3,kanji
n3_egg_0290,さめる,覚める,さめる,さめる,"醒過來,清醒",N3,kanji
n3_egg_0291,なげすてる,投げ捨てる,なげすてる,なげすてる,"扔掉,丟棄;(把做了一半的工作等)丟在一邊",N3,kanji
n3_egg_0292,しゃない,車内,しゃない,しゃない,車內,N3,kanji
n3_egg_0293,かい,かい,かい,かい,"價值,意義",N3,hiragana
n3_egg_0294,コーナー,コーナー,こおなあ,コーナー,"拐角;櫃檯,專櫃;專欄,節目",N3,katakana
n3_egg_0295,サイト,サイト,さいと,サイト,地點;網站,N3,katakana
n3_egg_0296,もちあるく,持ち歩く,もちあるく,もちあるく,拿著走,N3,kanji
n3_egg_0297,ほそながい,細長い,ほそながい,ほそながい,細長的,N3,kanji
n3_egg_0298,まぶしい,まぶしい,まぶしい,まぶしい,"耀眼的,晃眼的;光彩奪目的",N3,hiragana
n3_egg_0299,よびかけ,呼びかけ,よびかけ,よびかけ,"招呼,呼喚;號召,呼籲",N3,kanji
n3_egg_0300,カット,カット,かっと,カット,"切,剪",N3,katakana
n3_egg_0301,ひょう,表,ひょう,ひょう,表格;......表,N3,kanji
n3_egg_0302,ぼしゅう,募集,ぼしゅう,ぼしゅう,"募集,招募",N3,kanji
n3_egg_0303,ちょうじかん,長時間,ちょうじかん,ちょうじかん,長時間,N3,kanji
n3_egg_0304,けんきゅうしゃ,研究者,けんきゅうしゃ,けんきゅうしゃ,研究者,N3,kanji
n3_egg_0305,とる,採る,とる,とる,採;錄用,N3,kanji
n3_egg_0306,とう,当,とう,とう,"這個,那個,當",N3,kanji
n3_egg_0307,うろうろ,うろうろ,うろうろ,うろうろ,"到處走動,徘徊",N3,hiragana
n3_egg_0308,かじる,かじる,かじる,かじる,"咬,啃;略懂一二",N3,hiragana
n3_egg_0309,かてい,仮定,かてい,かてい,"假定,假設",N3,kanji
n3_egg_0310,ぞい,沿い,ぞい,ぞい,(接在名詞後面)沿著......,N3,kanji
n3_egg_0311,にんげんかんけい,人間関係,にんげんかんけい,にんげんかんけい,人際關係,N3,kanji
n3_egg_0312,しょうすう,少数,しょうすう,しょうすう,"少數,數量少",N3,kanji
n3_egg_0313,こげる,焦げる,こげる,こげる,(燒)焦,N3,kanji
n3_egg_0314,ほっかいどう,北海道,ほっかいどう,ほっかいどう,北海道,N3,kanji
n3_egg_0315,むね,旨,むね,むね,"中心思想,要點,大意;以......為宗旨",N3,kanji
n3_egg_0316,しない,市内,しない,しない,市內,N3,kanji
